FECHA,1M,1F,1,2M,2F,2,3M,3F,3,4M,4F,4,5M,5F,5,6M,6F,6,7M,7F,7,8M,8F,8,9M,9F,9,10M,10F,10,11M,11F,11,12M,12F,12,13M,13F,13,14M,14F,14,15M,15F,15,TotalM,TotalF,Total
2021-02-17,70.28571428571429,71.57142857142857,141.85714285714286,57.714285714285715,63.42857142857143,121.14285714285714,70.42857142857143,75.85714285714286,146.28571428571428,74.28571428571429,84.28571428571429,158.57142857142858,71.57142857142857,80.0,151.57142857142858,76.0,85.85714285714286,161.85714285714286,77.0,84.0,161.0,49.857142857142854,57.285714285714285,107.14285714285714,60.42857142857143,64.85714285714286,125.28571428571429,65.14285714285714,73.0,138.14285714285714,82.71428571428571,89.14285714285714,171.85714285714286,95.85714285714286,102.28571428571429,198.14285714285714,87.71428571428571,98.28571428571429,186.0,93.14285714285714,91.57142857142857,184.71428571428572,77.57142857142857,80.28571428571429,157.85714285714286,1109.7142857142858,1201.7142857142858,2311.4285714285716
2021-02-18,72.85714285714286,72.42857142857143,145.28571428571428,53.857142857142854,63.714285714285715,117.57142857142857,70.28571428571429,72.85714285714286,143.14285714285714,74.28571428571429,85.14285714285714,159.42857142857142,71.0,80.0,151.0,76.28571428571429,82.28571428571429,158.57142857142858,74.57142857142857,84.42857142857143,159.0,47.857142857142854,56.285714285714285,104.14285714285714,64.28571428571429,63.857142857142854,128.14285714285714,63.42857142857143,71.0,134.42857142857142,79.71428571428571,86.71428571428571,166.42857142857142,94.42857142857143,99.28571428571429,193.71428571428572,86.0,96.0,182.0,91.0,91.57142857142857,182.57142857142858,75.0,78.42857142857143,153.42857142857142,1094.857142857143,1184.0,2278.8571428571427
2021-02-19,77.85714285714286,75.14285714285714,153.0,52.42857142857143,63.142857142857146,115.57142857142857,67.57142857142857,73.28571428571429,140.85714285714286,70.71428571428571,85.57142857142857,156.28571428571428,68.42857142857143,79.0,147.42857142857142,71.28571428571429,77.71428571428571,149.0,73.57142857142857,83.28571428571429,156.85714285714286,48.0,55.714285714285715,103.71428571428571,60.857142857142854,63.285714285714285,124.14285714285714,63.857142857142854,70.42857142857143,134.28571428571428,72.0,80.0,152.0,89.0,95.14285714285714,184.14285714285714,83.85714285714286,95.14285714285714,179.0,89.71428571428571,89.71428571428571,179.42857142857142,71.85714285714286,75.42857142857143,147.28571428571428,1061.0,1162.0,2223.0
2021-02-20,80.14285714285714,76.14285714285714,156.28571428571428,50.57142857142857,61.142857142857146,111.71428571428571,62.42857142857143,71.85714285714286,134.28571428571428,72.0,83.71428571428571,155.71428571428572,65.14285714285714,78.42857142857143,143.57142857142858,64.85714285714286,74.28571428571429,139.14285714285714,70.42857142857143,79.28571428571429,149.71428571428572,48.857142857142854,55.142857142857146,104.0,63.285714285714285,64.42857142857143,127.71428571428571,61.0,67.71428571428571,128.71428571428572,64.28571428571429,75.0,139.28571428571428,80.14285714285714,85.85714285714286,166.0,81.57142857142857,92.42857142857143,174.0,80.0,86.57142857142857,166.57142857142858,69.57142857142857,75.57142857142857,145.14285714285714,1014.2857142857143,1127.5714285714287,2141.8571428571427
2021-02-21,75.71428571428571,75.42857142857143,151.14285714285714,48.285714285714285,56.714285714285715,105.0,60.0,69.28571428571429,129.28571428571428,69.42857142857143,77.28571428571429,146.71428571428572,63.285714285714285,71.0,134.28571428571428,60.857142857142854,70.71428571428571,131.57142857142858,64.85714285714286,73.42857142857143,138.28571428571428,46.0,53.57142857142857,99.57142857142857,62.57142857142857,65.28571428571429,127.85714285714286,59.285714285714285,65.0,124.28571428571429,61.142857142857146,70.42857142857143,131.57142857142858,72.14285714285714,82.57142857142857,154.71428571428572,76.0,88.42857142857143,164.42857142857142,74.14285714285714,86.14285714285714,160.28571428571428,64.0,70.57142857142857,134.57142857142858,957.7142857142857,1075.857142857143,2033.5714285714287
2021-02-22,74.85714285714286,74.57142857142857,149.42857142857142,43.714285714285715,53.142857142857146,96.85714285714286,54.0,66.42857142857143,120.42857142857143,67.28571428571429,70.28571428571429,137.57142857142858,57.714285714285715,66.71428571428571,124.42857142857143,54.42857142857143,63.285714285714285,117.71428571428571,62.142857142857146,70.57142857142857,132.71428571428572,46.285714285714285,53.142857142857146,99.42857142857143,61.57142857142857,63.0,124.57142857142857,57.714285714285715,62.714285714285715,120.42857142857143,59.42857142857143,66.57142857142857,126.0,68.42857142857143,79.42857142857143,147.85714285714286,73.42857142857143,87.42857142857143,160.85714285714286,68.71428571428571,84.85714285714286,153.57142857142858,58.857142857142854,66.42857142857143,125.28571428571429,908.5714285714286,1028.5714285714287,1937.142857142857
2021-02-23,73.42857142857143,72.57142857142857,146.0,38.857142857142854,50.285714285714285,89.14285714285714,51.285714285714285,67.28571428571429,118.57142857142857,63.285714285714285,70.57142857142857,133.85714285714286,55.285714285714285,65.57142857142857,120.85714285714286,53.0,61.0,114.0,60.285714285714285,68.0,128.28571428571428,48.142857142857146,52.285714285714285,100.42857142857143,60.42857142857143,62.142857142857146,122.57142857142857,54.42857142857143,60.57142857142857,115.0,58.142857142857146,64.57142857142857,122.71428571428571,64.0,73.42857142857143,137.42857142857142,69.28571428571429,87.42857142857143,156.71428571428572,62.857142857142854,78.57142857142857,141.42857142857142,57.714285714285715,64.85714285714286,122.57142857142857,870.4285714285714,999.1428571428571,1869.5714285714287
2021-02-24,72.0,70.85714285714286,142.85714285714286,41.142857142857146,50.857142857142854,92.0,50.142857142857146,67.28571428571429,117.42857142857143,61.57142857142857,68.0,129.57142857142858,56.142857142857146,63.57142857142857,119.71428571428571,49.142857142857146,60.0,109.14285714285714,58.142857142857146,65.42857142857143,123.57142857142857,46.857142857142854,47.142857142857146,94.0,56.857142857142854,58.42857142857143,115.28571428571429,55.42857142857143,60.0,115.42857142857143,58.42857142857143,66.14285714285714,124.57142857142857,61.142857142857146,74.14285714285714,135.28571428571428,68.85714285714286,86.0,154.85714285714286,62.714285714285715,79.85714285714286,142.57142857142858,55.42857142857143,62.0,117.42857142857143,854.0,979.7142857142857,1833.7142857142858
2021-02-25,73.42857142857143,69.28571428571429,142.71428571428572,43.142857142857146,50.42857142857143,93.57142857142857,55.285714285714285,71.85714285714286,127.14285714285714,62.714285714285715,70.42857142857143,133.14285714285714,58.142857142857146,65.0,123.14285714285714,51.57142857142857,66.71428571428571,118.28571428571429,61.42857142857143,68.14285714285714,129.57142857142858,49.857142857142854,45.714285714285715,95.57142857142857,54.142857142857146,57.57142857142857,111.71428571428571,59.57142857142857,62.142857142857146,121.71428571428571,57.857142857142854,69.42857142857143,127.28571428571429,60.42857142857143,77.28571428571429,137.71428571428572,72.14285714285714,90.28571428571429,162.42857142857142,62.0,80.28571428571429,142.28571428571428,59.714285714285715,67.14285714285714,126.85714285714286,881.4285714285714,1011.7142857142857,1893.142857142857
2021-02-26,70.0,67.28571428571429,137.28571428571428,43.857142857142854,52.285714285714285,96.14285714285714,55.0,69.85714285714286,124.85714285714286,61.285714285714285,64.57142857142857,125.85714285714286,57.42857142857143,60.714285714285715,118.14285714285714,51.285714285714285,64.14285714285714,115.42857142857143,57.0,64.0,121.0,49.0,42.57142857142857,91.57142857142857,51.0,55.142857142857146,106.14285714285714,58.0,60.285714285714285,118.28571428571429,57.714285714285715,66.71428571428571,124.42857142857143,60.57142857142857,73.71428571428571,134.28571428571428,69.28571428571429,85.85714285714286,155.14285714285714,61.0,76.71428571428571,137.71428571428572,58.0,66.0,124.0,860.4285714285714,969.8571428571429,1830.2857142857142
