FECHA,TotalA,TotalB,TotalC,Total,<=30A,<=30B,<=30C,<=30,31-40A,31-40B,31-40C,31-40,41-50A,41-50B,41-50C,41-50,51-60A,51-60B,51-60C,51-60,61-70A,61-70B,61-70C,61-70,71-80A,71-80B,71-80C,71-80,81-90C,>=91C,>=81A,>=81B,>=81
2021-06-20,0.4073804332488199,0.11066097983968246,0,0.5180414130885024,0.06313156936097448,0.017984600311719764,0,0.08111616967269425,0.2709922836830241,0.10044867348708167,0,0.3714409571701058,0.4243488405871797,0.09966405375139978,0,0.5240128943385794,0.838885314213929,0.10509544382142967,0,0.9439807580353586,0.8765068493150685,0.10317465753424658,0,0.9796815068493151,0.9569046024609021,0.3616915626864924,0,1.3185961651473945,0,0,0.8907783975486966,0.5844402019200066,1.475218599468703
2021-06-21,0.4111601270107158,0.11084240514025347,0,0.5220025321509693,0.06316151042697624,0.01799957084472064,0,0.08116108127169688,0.2711331714929773,0.10052453615397954,0,0.3716577076469568,0.4477573128048466,0.0998584996275073,0,0.5476158124323539,0.8424977785948463,0.10542022857493029,0,0.9479180071697766,0.8773698630136987,0.10350342465753425,0,0.9808732876712328,0.9572553789524993,0.36210156118316456,0,1.319356940135664,0,0,0.8909414554274494,0.5853234320965847,1.476264887524034
2021-06-22,0.41413706258782707,0.11123224194201803,0,0.5253693045298451,0.06338107824432243,0.018130978856617224,0,0.08151205710093964,0.2716815501994104,0.1010729148604127,0,0.3727544650598231,0.4580910568953319,0.10024973410112123,0,0.5583407909964532,0.8517418880411802,0.1061188221956675,0,0.9578607102368477,0.8801541095890411,0.10391780821917808,0,0.9840719178082192,0.9584079302820334,0.3626072259957269,0,1.3210151562777603,0,0,0.891926596778248,0.5864172786998851,1.4783438754781333
2021-06-23,0.42000899973534017,0.11162467982336069,0,0.5316336795587009,0.0635815170472786,0.018255733298291197,0,0.08183725034556981,0.2724011617825559,0.10156710594763309,0,0.373968267730189,0.4938831544275092,0.10068079483851622,0,0.5945639492660254,0.8572601648435825,0.10684192787327267,0,0.9641020927168551,0.8810787671232877,0.1042568493150685,0,0.9853356164383562,0.958795151084446,0.36306733541977015,0,1.3218624865042161,0,0,0.8922866829271607,0.5878372410606915,1.480123923987852
2021-06-24,0.4309572688144214,0.1120310985074355,0,0.542988367321857,0.06397241429785705,0.01838048773996517,0,0.08235290203782222,0.2823478411652506,0.10208947459684412,0,0.38443731576209467,0.5547470563705623,0.10102283216275354,0,0.6557698885333159,0.8636486196647977,0.1074210252167785,0,0.9710696448815761,0.882445205479452,0.10476027397260274,0,0.9872054794520548,0.9592962603581565,0.3641333315111178,0,1.3234295918692742,0,0,0.8925584460584155,0.5888087942549274,1.4813672403133429
2021-06-25,0.43664908120115253,0.11666979879999194,0,0.5533188800011445,0.06527069218754418,0.01841042880596692,0,0.0836811209935111,0.29044563898040576,0.10216316975897347,0,0.3926088087393792,0.577483167546749,0.10121259259606329,0,0.6786957601428123,0.8688819438061096,0.10862518001041763,0,0.9775071238165273,0.884445205479452,0.13977739726027397,0,1.024222602739726,0.9600114799579068,0.37632395347883724,0,1.336335433436744,0,0,0.8929321203638908,0.5943935266022136,1.4873256469661043
2021-06-26,0.4375988003820986,0.12268772153882469,0,0.5602865219209233,0.06529896986099028,0.018452013619858244,0,0.08375098348084853,0.2905171666377666,0.10230839257846368,0,0.3928255592162303,0.5812619771631518,0.10138829670097972,0,0.6826502738641316,0.8717038943530349,0.10970677451971689,0,0.9814106688727517,0.885236301369863,0.19252739726027399,0,1.0777636986301369,0.960316701060985,0.3852072542400678,0,1.3455239553010527,0,0,0.893081590086081,0.5985447084321306,1.4916262985182116
2021-06-27,0.44135183307831916,0.12453969019841685,0,0.565891523276736,0.06531310869771334,0.018586748416866136,0,0.08389985711457947,0.29059086179989596,0.10271805097971215,0,0.3933089127796081,0.5972533934319463,0.10213328210582541,0,0.6993866755377717,0.8849067009835463,0.11369611177497932,0,0.9986028127585256,0.8861198630136986,0.1995205479452055,0,1.0856404109589042,0.9606446998583228,0.3911977878303335,0,1.3518424876886563,0,0,0.893265030199678,0.6010449292396747,1.4943099594393527
2021-06-28,0.4525137158177502,0.12544193967706296,0,0.5779556554948131,0.06716446461215507,0.01871067116226228,0,0.08587513577441735,0.29659051499913297,0.10329894225767297,0,0.39988945725680597,0.659520585492932,0.1025971409428048,0,0.7621177264357368,0.8918773171553758,0.11455709777246684,0,1.0064344149278426,0.8873116438356164,0.20421575342465753,0,1.091527397260274,0.9610319206607354,0.3926555602629457,0,1.353687480923681,0,0,0.8935979400354651,0.6023222159565722,1.4959201559920374
2021-06-29,0.4634323976166308,0.12656202957037319,0,0.589994427187004,0.06749298464189653,0.018853722922048434,0,0.08634670756394497,0.2988490549679209,0.10384732096410612,0,0.40269637593202706,0.7310180998655278,0.1030773988295764,0,0.8340954986951041,0.8954836535220762,0.11571222845237,0,1.0111958819744462,0.8884075342465754,0.20918835616438355,0,1.0975958904109588,0.9614829190070747,0.39525221740853617,0,1.3567351364156108,0,0,0.8938017623839062,0.6051485525216221,1.4989503149055283
