FECHA,TotalA,TotalB,TotalC,Total,<=30A,<=30B,<=30C,<=30,31-40A,31-40B,31-40C,31-40,41-50A,41-50B,41-50C,41-50,51-60A,51-60B,51-60C,51-60,61-70A,61-70B,61-70C,61-70,71-80A,71-80B,71-80C,71-80,81-90A,81-90B,81-90C,81-90,>=91A,>=91B,>=91C,>=91
2021-08-01,2011135,708949,0,2720084,308062,43527,0,351589,392012,105971,0,497983,389075,172110,0,561185,311415,76360,0,387775,265303,78281,0,343584,212849,113768,0,326617,109473,98581,0,208054,22946,20351,0,43297
2021-08-02,2015256,741620,0,2756876,310295,47615,0,357910,392880,126155,0,519035,389641,178851,0,568492,311704,77515,0,389219,265402,78590,0,343992,212893,113885,0,326778,109490,98637,0,208127,22951,20372,0,43323
2021-08-03,2026873,761881,0,2788754,320565,52766,0,373331,393443,131269,0,524712,390045,183222,0,573267,311899,82508,0,394407,265497,79063,0,344560,212935,113989,0,326924,109521,98678,0,208199,22968,20386,0,43354
2021-08-04,2029958,787038,0,2816996,322043,55833,0,377876,394178,136147,0,530325,390500,186399,0,576899,312131,96049,0,408180,265592,79392,0,344984,212994,114096,0,327090,109542,98725,0,208267,22978,20397,0,43375
2021-08-05,2038592,796542,0,2835134,327986,57092,0,385078,395502,141828,0,537330,391237,188219,0,579456,312534,96570,0,409104,265734,79528,0,345262,213051,114152,0,327203,109561,98746,0,208307,22987,20407,0,43394
2021-08-06,2040606,804371,0,2844977,329110,57424,0,386534,395873,143113,0,538986,391516,188659,0,580175,312678,96883,0,409561,265789,82061,0,347850,213088,116977,0,330065,109565,98827,0,208392,22987,20427,0,43414
2021-08-07,2042889,826830,0,2869719,331092,57444,0,388536,395981,143141,0,539122,391607,188691,0,580298,312720,96964,0,409684,265811,85229,0,351040,213105,135801,0,348906,109576,99082,0,208658,22997,20478,0,43475
2021-08-08,2042925,848887,0,2891812,331103,57459,0,388562,395984,143170,0,539154,391611,188715,0,580326,312723,97051,0,409774,265820,97776,0,363596,213108,144780,0,357888,109577,99404,0,208981,22999,20532,0,43531
2021-08-09,2043296,882530,0,2925826,331237,57624,0,388861,396072,143521,0,539593,391666,189073,0,580739,312754,99599,0,412353,265844,122976,0,388820,213128,149450,0,362578,109588,99705,0,209293,23007,20582,0,43589
2021-08-10,2043728,915568,0,2959296,331436,58210,0,389646,396151,144486,0,540637,391737,191027,0,582764,312795,102723,0,415518,265862,140074,0,405936,213140,158335,0,371475,109598,100058,0,209656,23009,20655,0,43664
2021-08-11,2046166,944834,0,2991000,333680,58412,0,392092,396218,145162,0,541380,391779,191720,0,583499,312823,107758,0,420581,265894,157992,0,423886,213156,162660,0,375816,109607,100404,0,210011,23009,20726,0,43735
2021-08-12,2046645,966997,0,3013642,333854,59058,0,392912,396322,145603,0,541925,391867,192139,0,584006,312879,111794,0,424673,265918,166023,0,431941,213170,170757,0,383927,109617,100812,0,210429,23018,20811,0,43829
2021-08-13,2046828,998172,0,3045000,333921,59242,0,393163,396369,145928,0,542297,391896,192452,0,584348,312895,112605,0,425500,265924,178635,0,444559,213176,186444,0,399620,109627,101827,0,211454,23020,21039,0,44059
2021-08-14,2046869,1019326,0,3066195,333930,59459,0,393389,396379,146301,0,542680,391901,192922,0,584823,312899,116387,0,429286,265928,192367,0,458295,213178,188623,0,401801,109631,102150,0,211781,23023,21117,0,44140
2021-08-15,2046901,1043633,0,3090534,333937,60487,0,394424,396387,148080,0,544467,391907,195764,0,587671,312905,130156,0,443061,265931,195702,0,461633,213179,189821,0,403000,109632,102419,0,212051,23023,21204,0,44227
2021-08-16,2060626,1051294,0,3111920,336732,60712,0,397444,398494,148377,0,546871,396085,197050,0,593135,315861,131484,0,447345,267011,197150,0,464161,213559,192520,0,406079,109819,102716,0,212535,23065,21285,0,44350
2021-08-17,2089828,1052384,0,3142212,350933,60748,0,411681,410174,148450,0,558624,398476,197261,0,595737,316364,132191,0,448555,267292,197191,0,464483,213645,192535,0,406180,109868,102723,0,212591,23076,21285,0,44361
2021-08-18,2103429,1062659,0,3166088,359832,61319,0,421151,412265,149536,0,561801,399805,198512,0,598317,317136,135057,0,452193,267611,200292,0,467903,213768,193721,0,407489,109927,102894,0,212821,23085,21328,0,44413
2021-08-19,2108515,1069848,0,3178363,363827,62049,0,425876,412730,150686,0,563416,400148,199231,0,599379,317343,137699,0,455042,267662,201486,0,469148,213785,194345,0,408130,109934,102999,0,212933,23086,21353,0,44439
2021-08-20,2114665,1089402,0,3204067,368448,62506,0,430954,413414,152691,0,566105,400580,201031,0,601611,317618,152358,0,469976,267750,201862,0,469612,213814,194536,0,408350,109952,103053,0,213005,23089,21365,0,44454
2021-08-21,2115224,1110432,0,3225656,368723,65941,0,434664,413525,158205,0,571730,400661,206099,0,606760,317660,158261,0,475921,267778,202633,0,470411,213827,194769,0,408596,109958,103135,0,213093,23092,21389,0,44481
2021-08-22,2115284,1131585,0,3246869,368746,69413,0,438159,413532,168967,0,582499,400669,209956,0,610625,317667,160346,0,478013,267788,203391,0,471179,213832,194941,0,408773,109958,103178,0,213136,23092,21393,0,44485
2021-08-23,2128781,1151181,0,3279962,380147,72320,0,452467,414476,182066,0,596542,401289,212004,0,613293,318009,161400,0,479409,267915,203724,0,471639,213874,195046,0,408920,109973,103215,0,213188,23098,21406,0,44504
2021-08-24,2130530,1175185,0,3305715,380982,89764,0,470746,414899,185379,0,600278,401575,213479,0,615054,318140,162579,0,480719,267969,204116,0,472085,213884,195182,0,409066,109980,103261,0,213241,23101,21425,0,44526
2021-08-25,2132548,1204781,0,3337329,382148,93384,0,475532,415270,187732,0,603002,401845,226390,0,628235,318273,172087,0,490360,268014,204952,0,472966,213903,195420,0,409323,109990,103361,0,213351,23105,21455,0,44560
2021-08-26,2133841,1236397,0,3370238,382705,97229,0,479934,415579,189672,0,605251,402060,227602,0,629662,318393,179395,0,497788,268048,218540,0,486588,213932,198460,0,412392,110011,103908,0,213919,23113,21591,0,44704
2021-08-27,2134768,1272129,0,3406897,383125,118613,0,501738,415783,195646,0,611429,402192,229521,0,631713,318475,184277,0,502752,268082,219728,0,487810,213961,198741,0,412702,110025,103993,0,214018,23125,21610,0,44735
2021-08-28,2134823,1296536,0,3431359,383142,137296,0,520438,415794,198742,0,614536,402198,231015,0,633213,318486,185051,0,503537,268084,219924,0,488008,213964,198864,0,412828,110028,104028,0,214056,23127,21616,0,44743
2021-08-29,2134889,1320837,0,3455726,383169,139521,0,522690,415807,199999,0,615806,402216,235143,0,637359,318490,200530,0,519020,268087,220659,0,488746,213965,199217,0,413182,110028,104133,0,214161,23127,21635,0,44762
2021-08-30,2152737,1335900,0,3488637,390587,139845,0,530432,419827,200668,0,620495,405700,237839,0,643539,320437,206469,0,526906,268690,223844,0,492534,214218,201022,0,415240,110130,104495,0,214625,23148,21718,0,44866
2021-08-31,2164101,1357739,0,3521840,396004,158351,0,554355,422397,202014,0,624411,407809,239000,0,646809,321245,207033,0,528278,268981,223996,0,492977,214331,201090,0,415421,110171,104527,0,214698,23163,21728,0,44891
2021-09-01,2166011,1389071,0,3555082,396709,186515,0,583224,422749,202936,0,625685,408216,239495,0,647711,321493,207530,0,529023,269083,224872,0,493955,214391,201408,0,415799,110202,104580,0,214782,23168,21735,0,44903
2021-09-02,2167922,1422246,0,3590168,398333,204354,0,602687,422888,206718,0,629606,408293,245936,0,654229,321529,211342,0,532871,269104,225715,0,494819,214400,201770,0,416170,110207,104664,0,214871,23168,21747,0,44915
2021-09-03,2169148,1453018,0,3622166,398952,215987,0,614939,423162,209840,0,633002,408456,255881,0,664337,321637,215014,0,536651,269140,227561,0,496701,214416,202203,0,416619,110214,104761,0,214975,23171,21771,0,44942
2021-09-04,2170055,1476401,0,3646456,399319,222245,0,621564,423381,216255,0,639636,408620,265232,0,673852,321718,216008,0,537726,269188,227796,0,496984,214437,202295,0,416732,110219,104795,0,215014,23173,21775,0,44948
2021-09-05,2170957,1499942,0,3670899,399697,224473,0,624170,423617,220758,0,644375,408783,280260,0,689043,321791,217435,0,539226,269226,228058,0,497284,214444,202366,0,416810,110225,104811,0,215036,23174,21781,0,44955
2021-09-06,2172206,1531055,0,3703261,400275,226993,0,627268,423941,221862,0,645803,408968,301749,0,710717,321893,222223,0,544116,269271,228941,0,498212,214456,202595,0,417051,110226,104892,0,215118,23176,21800,0,44976
2021-09-07,2173300,1568425,0,3741725,400769,228842,0,629611,424259,225756,0,650015,409135,317365,0,726500,321969,229648,0,551617,269292,235348,0,504640,214465,204283,0,418748,110233,105291,0,215524,23178,21892,0,45070
2021-09-08,2180166,1582803,0,3762969,404649,229709,0,634358,425772,229498,0,655270,409946,322767,0,732713,322368,232339,0,554707,269441,236491,0,505932,214530,204663,0,419193,110274,105408,0,215682,23186,21928,0,45114
2021-09-09,2182945,1610428,0,3793373,406029,233436,0,639465,426501,246494,0,672995,410321,326997,0,737318,322548,234409,0,556957,269512,236900,0,506412,214556,204779,0,419335,110289,105473,0,215762,23189,21940,0,45129
2021-09-10,2185093,1618782,0,3803875,407122,236800,0,643922,427052,247692,0,674744,410608,327526,0,738134,322696,236765,0,559461,269559,237588,0,507147,214575,204943,0,419518,110292,105522,0,215814,23189,21946,0,45135
2021-09-11,2185910,1624639,0,3810549,407930,237363,0,645293,427057,250746,0,677803,410610,328082,0,738692,322696,238217,0,560913,269561,237740,0,507301,214575,205003,0,419578,110292,105539,0,215831,23189,21949,0,45138
2021-09-12,2185947,1626446,0,3812393,407951,237842,0,645793,427062,251420,0,678482,410615,328481,0,739096,322699,238417,0,561116,269562,237777,0,507339,214577,205018,0,419595,110292,105541,0,215833,23189,21950,0,45139
2021-09-13,2199712,1627372,0,3827084,416713,237967,0,654680,431621,251818,0,683439,410861,328671,0,739532,322806,238553,0,561359,269607,237808,0,507415,214592,205044,0,419636,110314,105553,0,215867,23198,21958,0,45156
2021-09-14,2201538,1639642,0,3841180,417504,238270,0,655774,432009,252315,0,684324,411143,329232,0,740375,322990,247152,0,570142,269688,239729,0,509417,214652,205358,0,420010,110343,105614,0,215957,23209,21972,0,45181
2021-09-15,2202321,1676433,0,3878754,417861,240645,0,658506,432220,256062,0,688282,411265,336376,0,747641,323039,264666,0,587705,269704,244857,0,514561,214666,205989,0,420655,110352,105814,0,216166,23214,22024,0,45238
2021-09-16,2203113,1711302,0,3914415,418245,246060,0,664305,432427,275579,0,708006,411380,341256,0,752636,323086,267659,0,590745,269721,246399,0,516120,214677,206359,0,421036,110358,105940,0,216298,23219,22050,0,45269
2021-09-17,2210493,1732183,0,3942676,422777,258552,0,681329,433835,280246,0,714081,412157,343121,0,755278,323474,268941,0,592415,269894,246758,0,516652,214739,206503,0,421242,110390,105996,0,216386,23227,22066,0,45293
2021-09-18,2210891,1757237,0,3968128,423122,275834,0,698956,433850,284559,0,718409,412173,345156,0,757329,323484,269985,0,593469,269901,247020,0,516921,214742,206580,0,421322,110392,106030,0,216422,23227,22073,0,45300
2021-09-19,2218985,1767692,0,3986677,426109,283249,0,709358,436357,286332,0,722689,413586,345926,0,759512,324217,270328,0,594545,270137,247104,0,517241,214880,206633,0,421513,110460,106042,0,216502,23239,22078,0,45317
2021-09-20,2226625,1774229,0,4000854,431543,284605,0,716148,437658,289112,0,726770,414135,347153,0,761288,324421,271009,0,595430,270212,247409,0,517621,214943,206774,0,421717,110471,106081,0,216552,23242,22086,0,45328
2021-09-21,2243860,1780957,0,4024817,446911,288605,0,735516,438587,290621,0,729208,414666,347720,0,762386,324684,271389,0,596073,270306,247591,0,517897,214975,206834,0,421809,110485,106101,0,216586,23246,22096,0,45342
2021-09-22,2250262,1791075,0,4041337,451505,294466,0,745971,439529,293325,0,732854,415145,348421,0,763566,324909,271823,0,596732,270390,247809,0,518199,215023,206974,0,421997,110506,106143,0,216649,23255,22114,0,45369
2021-09-23,2252765,1800383,0,4053148,452938,301077,0,754015,440189,294712,0,734901,415391,349091,0,764482,325006,272230,0,597236,270424,247929,0,518353,215047,207047,0,422094,110512,106178,0,216690,23258,22119,0,45377
2021-09-24,2258827,1806037,0,4064864,455521,304529,0,760050,441874,295493,0,737367,416741,349666,0,766407,325261,272844,0,598105,270521,248080,0,518601,215103,207098,0,422201,110537,106201,0,216738,23269,22126,0,45395
2021-09-25,2260912,1810717,0,4071629,456207,305908,0,762115,442811,296732,0,739543,417020,350573,0,767593,325382,273760,0,599142,270571,248262,0,518833,215109,207137,0,422246,110541,106216,0,216757,23271,22129,0,45400
2021-09-26,2262140,1833053,0,4095193,456406,307164,0,763570,442969,299866,0,742835,417306,359814,0,777120,325738,281756,0,607494,270745,248781,0,519526,215150,207257,0,422407,110555,106274,0,216829,23271,22141,0,45412
2021-09-27,2264297,1853997,0,4118294,457522,310235,0,767757,443408,309650,0,753058,417572,365411,0,782983,325891,283761,0,609652,270852,249111,0,519963,215193,207348,0,422541,110581,106326,0,216907,23278,22155,0,45433
2021-09-28,2268231,1878209,0,4146440,458623,311118,0,769741,444253,326809,0,771062,418598,367065,0,785663,326489,284918,0,611407,271108,250188,0,521296,215268,209000,0,424268,110607,106847,0,217454,23285,22264,0,45549
2021-09-29,2272593,1891275,0,4163868,461922,313168,0,775090,444775,334527,0,779302,418943,368484,0,787427,326611,285912,0,612523,271143,250606,0,521749,215283,209324,0,424607,110624,106969,0,217593,23292,22285,0,45577
2021-09-30,2283235,1899167,0,4182402,470734,315526,0,786260,445756,336043,0,781799,419526,369940,0,789466,326785,287555,0,614340,271190,251266,0,522456,215312,209512,0,424824,110639,107030,0,217669,23293,22295,0,45588
2021-10-01,2285827,1907893,0,4193720,472957,319258,0,792215,445934,338363,0,784297,419649,371390,0,791039,326831,288425,0,615256,271205,251501,0,522706,215316,209594,0,424910,110642,107061,0,217703,23293,22301,0,45594
2021-10-02,2288533,1910867,0,4199400,474599,320025,0,794624,446537,339330,0,785867,419905,372095,0,792000,326951,288761,0,615712,271262,251615,0,522877,215332,209648,0,424980,110650,107088,0,217738,23297,22305,0,45602
2021-10-03,2294524,1910877,0,4205401,477443,320028,0,797471,448296,339333,0,787629,420670,372096,0,792766,327288,288763,0,616051,271450,251616,0,523066,215396,209648,0,425044,110679,107088,0,217767,23302,22305,0,45607
2021-10-04,2301487,1915184,0,4216671,480454,321867,0,802321,450551,340520,0,791071,421656,372566,0,794222,327700,289230,0,616930,271629,251855,0,523484,215470,209726,0,425196,110710,107111,0,217821,23317,22309,0,45626
2021-10-05,2304484,1919026,0,4223510,482274,322882,0,805156,451214,341641,0,792855,421953,373430,0,795383,327844,289824,0,617668,271679,252024,0,523703,215481,209773,0,425254,110720,107134,0,217854,23319,22318,0,45637
2021-10-06,2317612,1920513,0,4238125,493385,323191,0,816576,452224,342012,0,794236,422533,373778,0,796311,328111,290106,0,618217,271780,252129,0,523909,215518,209810,0,425328,110732,107163,0,217895,23329,22324,0,45653
2021-10-07,2320857,1923399,0,4244256,495107,323964,0,819071,452944,342940,0,795884,422962,374205,0,797167,328332,290600,0,618932,271872,252327,0,524199,215555,209858,0,425413,110746,107177,0,217923,23339,22328,0,45667
2021-10-08,2321745,1943652,0,4265397,495526,325127,0,820653,453129,354401,0,807530,423079,376605,0,799684,328422,293375,0,621797,271916,254610,0,526526,215576,209976,0,425552,110755,107226,0,217981,23342,22332,0,45674
2021-10-09,2321761,1963149,0,4284910,495531,326494,0,822025,453134,362856,0,815990,423081,379083,0,802164,328425,297998,0,626423,271917,256994,0,528911,215576,210113,0,425689,110755,107272,0,218027,23342,22339,0,45681
2021-10-10,2321778,1977309,0,4299087,495539,327550,0,823089,453141,369747,0,822888,423082,380760,0,803842,328425,300693,0,629118,271918,258708,0,530626,215576,210199,0,425775,110755,107306,0,218061,23342,22346,0,45688
2021-10-11,2323292,1984969,0,4308261,496740,331352,0,828092,453298,371704,0,825002,423160,381786,0,804946,328468,301236,0,629704,271940,258894,0,530834,215581,210296,0,425877,110761,107352,0,218113,23344,22349,0,45693
2021-10-12,2327597,2001891,0,4329488,499817,341196,0,841013,453812,373902,0,827714,423559,384018,0,807577,328664,302937,0,631601,272016,259677,0,531693,215613,210420,0,426033,110772,107384,0,218156,23344,22357,0,45701
2021-10-13,2357307,2006270,0,4363577,529110,342932,0,872042,453987,374648,0,828635,423689,384793,0,808482,328723,303674,0,632397,272038,259978,0,532016,215623,210466,0,426089,110780,107415,0,218195,23357,22364,0,45721
2021-10-14,2371590,2018207,0,4389797,542457,348794,0,891251,454383,377698,0,832081,423965,386294,0,810259,328871,304671,0,633542,272101,260342,0,532443,215657,210569,0,426226,110795,107463,0,218258,23361,22376,0,45737
2021-10-15,2374650,2040638,0,4415288,544834,360656,0,905490,454708,383605,0,838313,424137,388828,0,812965,328990,306007,0,634997,272143,260899,0,533042,215675,210735,0,426410,110799,107519,0,218318,23364,22389,0,45753
2021-10-16,2381318,2051705,0,4433023,550680,367486,0,918166,455108,385828,0,840936,424345,389992,0,814337,329110,306546,0,635656,272203,261110,0,533313,215691,210813,0,426504,110812,107536,0,218348,23369,22394,0,45763
2021-10-17,2384372,2055346,0,4439718,553374,369127,0,922501,455303,386586,0,841889,424425,390545,0,814970,329158,306965,0,636123,272226,261295,0,533521,215701,210872,0,426573,110816,107557,0,218373,23369,22399,0,45768
2021-10-18,2401007,2062721,0,4463728,569594,372140,0,941734,455512,388237,0,843749,424525,391985,0,816510,329213,307857,0,637070,272245,261604,0,533849,215710,210924,0,426634,110830,107571,0,218401,23378,22403,0,45781
2021-10-19,2407253,2074574,0,4481827,575182,377904,0,953086,455863,390788,0,846651,424679,393845,0,818524,329300,308861,0,638161,272282,262178,0,534460,215727,210997,0,426724,110837,107593,0,218430,23383,22408,0,45791
2021-10-20,2417828,2081580,0,4499408,585332,381728,0,967060,456076,392140,0,848216,424791,394864,0,819655,329359,309377,0,638736,272306,262383,0,534689,215736,211058,0,426794,110844,107614,0,218458,23384,22416,0,45800
2021-10-21,2431460,2090023,0,4521483,598390,386307,0,984697,456347,393823,0,850170,424934,395844,0,820778,329426,310043,0,639469,272358,262756,0,535114,215755,211140,0,426895,110859,107674,0,218533,23391,22436,0,45827
2021-10-22,2448048,2101863,0,4549911,614028,392938,0,1006966,456756,396173,0,852929,425197,397066,0,822263,329574,311138,0,640712,272433,263136,0,535569,215786,211248,0,427034,110881,107721,0,218602,23393,22443,0,45836
2021-10-23,2461353,2106058,0,4567411,626875,395086,0,1021961,456971,397311,0,854282,425325,397481,0,822806,329638,311414,0,641052,272457,263286,0,535743,215801,211291,0,427092,110887,107742,0,218629,23399,22447,0,45846
2021-10-24,2477647,2108061,0,4585708,642942,396340,0,1039282,457064,397608,0,854672,425402,397672,0,823074,329675,311537,0,641212,272465,263385,0,535850,215807,211319,0,427126,110890,107751,0,218641,23402,22449,0,45851
2021-10-25,2492085,2113876,0,4605961,656490,398715,0,1055205,457364,399040,0,856404,425766,398600,0,824366,329807,312122,0,641929,272522,263668,0,536190,215832,211458,0,427290,110899,107811,0,218710,23405,22462,0,45867
2021-10-26,2511096,2118083,0,4629179,674897,400706,0,1075603,457672,400180,0,857852,425927,399111,0,825038,329885,312448,0,642333,272555,263800,0,536355,215845,211515,0,427360,110909,107844,0,218753,23406,22479,0,45885
2021-10-27,2527535,2126730,0,4654265,690673,407432,0,1098105,458025,400968,0,858993,426089,399689,0,825778,329957,312791,0,642748,272596,263942,0,536538,215866,211572,0,427438,110920,107857,0,218777,23409,22479,0,45888
2021-10-28,2548243,2131746,0,4679989,710751,410009,0,1120760,458372,401919,0,860291,426243,400375,0,826618,330031,313253,0,643284,272625,264152,0,536777,215879,211651,0,427530,110927,107893,0,218820,23415,22494,0,45909
2021-10-29,2570010,2134945,0,4704955,732067,411847,0,1143914,458624,402577,0,861201,426352,400718,0,827070,330088,313439,0,643527,272644,264254,0,536898,215885,211691,0,427576,110933,107917,0,218850,23417,22502,0,45919
2021-10-30,2585381,2136815,0,4722196,747019,412880,0,1159899,458824,403021,0,861845,426468,400919,0,827387,330150,313547,0,643697,272669,264316,0,536985,215897,211706,0,427603,110936,107923,0,218859,23418,22503,0,45921
2021-10-31,2599034,2139111,0,4738145,760261,414266,0,1174527,459033,403489,0,862522,426573,401146,0,827719,330216,313667,0,643883,272679,264377,0,537056,215912,211730,0,427642,110939,107932,0,218871,23421,22504,0,45925
2021-11-01,2606246,2147013,0,4753259,767108,416408,0,1183516,459216,407297,0,866513,426690,402185,0,828875,330258,314208,0,644466,272691,264641,0,537332,215921,211812,0,427733,110940,107950,0,218890,23422,22512,0,45934
2021-11-02,2608897,2152240,0,4761137,769046,419153,0,1188199,459534,408682,0,868216,426868,402757,0,829625,330378,314530,0,644908,272746,264771,0,537517,215941,211852,0,427793,110951,107972,0,218923,23433,22523,0,45956
2021-11-03,2611795,2168864,0,4780659,771453,435019,0,1206472,459686,409058,0,868744,427039,402929,0,829968,330505,314620,0,645125,272770,264840,0,537610,215950,211880,0,427830,110957,107989,0,218946,23435,22529,0,45964
2021-11-04,2616330,2183770,0,4800100,775616,449083,0,1224699,459831,409436,0,869267,427163,403119,0,830282,330554,314743,0,645297,272791,264918,0,537709,215972,211923,0,427895,110966,108008,0,218974,23437,22540,0,45977
2021-11-05,2619514,2188008,0,4807522,778337,452723,0,1231060,459999,409702,0,869701,427301,403245,0,830546,330653,314839,0,645492,272816,264983,0,537799,215989,211948,0,427937,110979,108021,0,219000,23440,22547,0,45987
2021-11-06,2622063,2192034,0,4814097,780518,456234,0,1236752,460136,409925,0,870061,427378,403380,0,830758,330751,314931,0,645682,272842,265026,0,537868,216007,211960,0,427967,110987,108031,0,219018,23444,22547,0,45991
2021-11-07,2624383,2196072,0,4820455,782695,459460,0,1242155,460197,410288,0,870485,427417,403581,0,830998,330774,315045,0,645819,272854,265096,0,537950,216013,211994,0,428007,110989,108054,0,219043,23444,22554,0,45998
2021-11-08,2628677,2209798,0,4838475,786242,472182,0,1258424,460536,410682,0,871218,427623,403828,0,831451,330880,315252,0,646132,272906,265193,0,538099,216048,212036,0,428084,110992,108066,0,219058,23450,22559,0,46009
2021-11-09,2632497,2214252,0,4846749,789565,475918,0,1265483,460760,410997,0,871757,427764,404020,0,831784,330959,315381,0,646340,272935,265242,0,538177,216067,212052,0,428119,110994,108078,0,219072,23453,22564,0,46017
2021-11-10,2637679,2220556,0,4858235,794457,481395,0,1275852,460897,411360,0,872257,427838,404200,0,832038,331006,315491,0,646497,272951,265332,0,538283,216077,212104,0,428181,110998,108098,0,219096,23455,22576,0,46031
2021-11-11,2641233,2226742,0,4867975,797541,486655,0,1284196,461086,411737,0,872823,427963,404415,0,832378,331094,315633,0,646727,272983,265413,0,538396,216098,212163,0,428261,111008,108143,0,219151,23460,22583,0,46043
2021-11-12,2645661,2237485,0,4883146,801546,496387,0,1297933,461275,412051,0,873326,428072,404751,0,832823,331151,315799,0,646950,273014,265533,0,538547,216119,212212,0,428331,111018,108161,0,219179,23466,22591,0,46057
2021-11-13,2647207,2238198,0,4885405,803085,497057,0,1300142,461277,412063,0,873340,428074,404764,0,832838,331152,315809,0,646961,273015,265539,0,538554,216119,212213,0,428332,111018,108162,0,219180,23467,22591,0,46058
2021-11-14,2647754,2240408,0,4888162,803622,499248,0,1302870,461282,412072,0,873354,428077,404770,0,832847,331154,315811,0,646965,273015,265541,0,538556,216119,212213,0,428332,111018,108162,0,219180,23467,22591,0,46058
2021-11-15,2649888,2251771,0,4901659,805275,509626,0,1314901,461525,412351,0,873876,428213,405119,0,833332,331207,316089,0,647296,273037,265593,0,538630,216137,212229,0,428366,111026,108172,0,219198,23468,22592,0,46060
2021-11-16,2651854,2269588,0,4921442,806845,523321,0,1330166,461725,414043,0,875768,428301,406633,0,834934,331259,316650,0,647909,273066,265849,0,538915,216153,212290,0,428443,111033,108203,0,219236,23472,22599,0,46071
2021-11-17,2655327,2289789,0,4945116,809936,542687,0,1352623,461891,414479,0,876370,428395,406821,0,835216,331316,316782,0,648098,273093,265893,0,538986,216174,212306,0,428480,111039,108217,0,219256,23483,22604,0,46087
2021-11-18,2659987,2308043,0,4968030,814202,560266,0,1374468,462056,414762,0,876818,428495,407028,0,835523,331383,316893,0,648276,273130,265932,0,539062,216185,212322,0,428507,111047,108228,0,219275,23489,22612,0,46101
2021-11-19,2664423,2325606,0,4990029,818097,576526,0,1394623,462285,415340,0,877625,428609,407378,0,835987,331505,317101,0,648606,273175,266028,0,539203,216198,212375,0,428573,111058,108244,0,219302,23496,22614,0,46110
2021-11-20,2666024,2331578,0,4997602,819372,582054,0,1401426,462389,415510,0,877899,428717,407486,0,836203,331575,317183,0,648758,273199,266076,0,539275,216210,212397,0,428607,111064,108256,0,219320,23498,22616,0,46114
2021-11-21,2668017,2337281,0,5005298,821086,586986,0,1408072,462489,415769,0,878258,428796,407698,0,836494,331633,317370,0,649003,273220,266157,0,539377,216225,212415,0,428640,111068,108266,0,219334,23500,22620,0,46120
2021-11-22,2669206,2345658,0,5014864,822077,594515,0,1416592,462553,416141,0,878694,428840,407921,0,836761,331680,317529,0,649209,273239,266212,0,539451,216240,212439,0,428679,111075,108275,0,219350,23502,22626,0,46128
2021-11-23,2676584,2353328,0,5029912,828965,600944,0,1429909,462765,416713,0,879478,428958,408253,0,837211,331789,317736,0,649525,273266,266294,0,539560,216252,212469,0,428721,111082,108291,0,219373,23507,22628,0,46135
2021-11-24,2681119,2365530,0,5046649,833068,611830,0,1444898,462919,417379,0,880298,429113,408560,0,837673,331855,317955,0,649810,273289,266373,0,539662,216268,212497,0,428765,111095,108305,0,219400,23512,22631,0,46143
2021-11-25,2682530,2369111,0,5051641,834176,614438,0,1448614,462989,417932,0,880921,429247,408761,0,838008,331898,318056,0,649954,273316,266435,0,539751,216283,212521,0,428804,111105,108332,0,219437,23516,22636,0,46152
2021-11-26,2685634,2378329,0,5063963,836639,622237,0,1458876,463223,418577,0,881800,429450,409133,0,838583,332013,318280,0,650293,273364,266537,0,539901,216307,212571,0,428878,111114,108354,0,219468,23524,22640,0,46164
2021-11-27,2687755,2386348,0,5074103,838479,629421,0,1467900,463339,418870,0,882209,429531,409344,0,838875,332066,318466,0,650532,273376,266626,0,540002,216315,212606,0,428921,111120,108368,0,219488,23529,22647,0,46176
2021-11-28,2690149,2393316,0,5083465,840624,635705,0,1476329,463430,419237,0,882667,429609,409505,0,839114,332108,318551,0,650659,273398,266668,0,540066,216326,212625,0,428951,111124,108377,0,219501,23530,22648,0,46178
2021-11-29,2692839,2400017,0,5092856,842747,641385,0,1484132,463695,419764,0,883459,429779,409777,0,839556,332187,318683,0,650870,273425,266730,0,540155,216340,212644,0,428984,111130,108383,0,219513,23536,22651,0,46187
2021-11-30,2696222,2408114,0,5104336,845435,648046,0,1493481,464010,420578,0,884588,429935,410089,0,840024,332294,318842,0,651136,273494,266826,0,540320,216371,212678,0,429049,111140,108397,0,219537,23543,22658,0,46201
2021-12-01,2700022,2418154,0,5118176,848456,656950,0,1505406,464329,421100,0,885429,430107,410378,0,840485,332442,319027,0,651469,273573,266913,0,540486,216408,212715,0,429123,111160,108406,0,219566,23547,22665,0,46212
2021-12-02,2703828,2428951,0,5132779,851180,666401,0,1517581,464688,421742,0,886430,430557,410705,0,841262,332593,319243,0,651836,273630,267003,0,540633,216449,212763,0,429212,111178,108421,0,219599,23553,22673,0,46226
2021-12-03,2704889,2432589,0,5137478,851841,669248,0,1521089,464919,422098,0,887017,430640,410890,0,841530,332631,319367,0,651998,273654,267084,0,540738,216465,212796,0,429261,111184,108431,0,219615,23555,22675,0,46230
2021-12-04,2705935,2436628,0,5142563,852590,672886,0,1525476,465015,422271,0,887286,430719,411002,0,841721,332680,319432,0,652112,273686,267122,0,540808,216492,212805,0,429297,111194,108434,0,219628,23559,22676,0,46235
