FECHA,<=30M,<=30F,<=30,31-40M,31-40F,31-40,41-50M,41-50F,41-50,51-60M,51-60F,51-60,61-70M,61-70F,61-70,71-80M,71-80F,71-80,81-90M,81-90F,81-90,>=91M,>=91F,>=91,TotalM,TotalF,Total,DelayCount,CumDelay,DelayAvg
2021-02-03,0,0,0,1,0,1,1,0,1,1,1,2,2,1,3,2,1,3,4,1,5,1,0,1,12,4,16,16,255,15.9375
2021-02-04,0,0,0,0,0,0,1,1,2,1,0,1,7,3,10,5,3,8,4,3,7,0,1,1,18,11,29,26,305,11.73076923076923
2021-02-05,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,3,2,5,2,2,4,0,1,1,8,5,13,13,170,13.076923076923077
2021-02-06,0,0,0,0,0,0,0,2,2,0,0,0,2,2,4,3,1,4,2,0,2,0,1,1,7,6,13,11,168,15.272727272727273
2021-02-07,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,5,1,6,4,2,6,0,1,1,10,7,17,17,230,13.529411764705882
2021-02-08,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,5,9,14,2,5,7,0,0,0,14,14,28,27,356,13.185185185185185
2021-02-09,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,1,3,4,3,1,4,0,0,0,5,6,11,11,178,16.181818181818183
2021-02-10,0,0,0,1,0,1,0,0,0,1,1,2,1,1,2,2,2,4,0,4,4,1,0,1,6,8,14,13,153,11.76923076923077
2021-02-11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,1,4,1,0,1,1,1,2,7,3,10,9,92,10.222222222222221
2021-02-12,0,0,0,0,0,0,1,0,1,1,1,2,1,2,3,4,4,8,2,4,6,0,0,0,9,11,20,20,248,12.4
2021-02-13,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,3,7,1,2,3,0,1,1,6,7,13,13,244,18.76923076923077
2021-02-14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,5,0,1,1,0,0,0,4,4,8,8,104,13.0
2021-02-15,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,2,1,3,3,2,5,1,1,2,10,4,14,14,203,14.5
2021-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,2,3,5,0,4,4,5,8,13,12,145,12.083333333333334
2021-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,2,5,0,0,0,5,2,7,6,74,12.333333333333334
2021-02-18,0,0,0,1,0,1,0,0,0,1,1,2,4,1,5,2,1,3,0,2,2,0,0,0,8,5,13,13,180,13.846153846153847
2021-02-19,0,0,0,0,0,0,0,0,0,2,2,4,1,1,2,2,0,2,0,0,0,0,0,0,5,3,8,8,111,13.875
2021-02-20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,1,1,2,1,1,2,4,4,8,8,88,11.0
2021-02-21,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,1,1,2,2,1,3,0,1,1,5,4,9,8,131,16.375
2021-02-22,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,2,2,4,1,2,3,2,0,2,8,5,13,13,192,14.76923076923077
2021-02-23,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,2,3,3,1,4,1,0,1,7,3,10,9,138,15.333333333333334
2021-02-24,0,0,0,0,1,1,0,0,0,1,0,1,1,1,2,2,1,3,2,0,2,0,3,3,6,6,12,12,110,9.166666666666666
2021-02-25,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,2,2,4,1,1,2,1,0,1,7,3,10,10,161,16.1
2021-02-26,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,4,0,4,1,5,6,2,1,3,8,7,15,15,151,10.066666666666666
2021-02-27,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,2,4,3,7,0,1,1,7,5,12,12,140,11.666666666666666
2021-02-28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,2,13,6.5
2021-03-01,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,4,5,1,4,5,0,0,0,4,8,12,10,129,12.9
2021-03-02,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,1,4,2,0,2,0,0,0,7,1,8,7,64,9.142857142857142
2021-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,0,3,0,0,0,3,2,5,5,59,11.8
2021-03-04,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,1,2,2,0,2,0,0,0,5,2,7,7,75,10.714285714285714
2021-03-05,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,1,3,0,2,2,0,0,0,4,3,7,7,85,12.142857142857142
2021-03-06,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,2,2,4,3,49,16.333333333333332
2021-03-07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,1,1,2,2,4,4,31,7.75
2021-03-08,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,2,0,2,2,1,3,1,0,1,6,3,9,8,85,10.625
2021-03-09,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,1,0,1,1,3,4,0,0,0,5,4,9,7,72,10.285714285714286
2021-03-10,0,0,0,1,0,1,0,0,0,0,0,0,1,4,5,1,4,5,0,2,2,0,1,1,3,11,14,13,142,10.923076923076923
2021-03-11,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,2,0,2,2,1,3,0,1,1,7,2,9,9,99,11.0
2021-03-12,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,4,2,6,0,3,3,0,5,5,7,10,17,16,168,10.5
2021-03-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,4,2,0,2,0,0,0,6,1,7,7,67,9.571428571428571
2021-03-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,3,1,4,0,0,0,5,2,7,7,60,8.571428571428571
2021-03-15,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,2,0,2,2,0,1,1,3,4,7,4,35,8.75
2021-03-16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,4,5,1,0,1,4,5,9,9,59,6.555555555555555
2021-03-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,2,2,2,4,4,13,3.25
2021-03-18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,5,1,0,1,0,1,1,3,5,8,8,67,8.375
2021-03-19,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,3,3,1,1,2,0,0,0,3,6,9,9,71,7.888888888888889
2021-03-20,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,2,2,4,4,32,8.0
2021-03-21,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,1,1,0,0,0,3,1,4,4,36,9.0
2021-03-22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,3,0,1,1,2,3,5,3,21,7.0
2021-03-23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,2,0,1,1,0,0,0,3,2,5,3,31,10.333333333333334
2021-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,10,10.0
2021-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,2,2,0,0,0,1,4,5,5,37,7.4
2021-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,2,2,14,7.0
2021-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,2,2,4,4,24,6.0
2021-03-28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,6.0
2021-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,2,2,14,7.0
2021-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,2,2.0
2021-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,2,1,3,2,7,3.5
2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-04-02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,2,1,2,2.0
2021-04-03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,
2021-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,
2021-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
