FECHA,TotalM,TotalF,Total,<=30M,<=30F,<=30,31-40M,31-40F,31-40,41-50M,41-50F,41-50,51-60M,51-60F,51-60,61-70M,61-70F,61-70,71-80M,71-80F,71-80,>=81M,>=81F,>=81
2021-01-20,0.006370864182147319,0.009903739866507347,0.008244446857668276,0.0025367458722465224,0.004985555709118612,0.0037451283390526314,0.015226507642159283,0.023595177788396076,0.019516212935668457,0.012337254022646734,0.020960474147846443,0.016816054201202284,0.011195471195471195,0.016632618318011577,0.01413120078438582,0.00016761649346295676,0.00016195400506256223,0.00016438356164383562,1.177703713299808e-05,8.172241125689069e-05,5.466646622295718e-05,0.0,0.0,0.0
2021-01-21,0.006460165657698445,0.010017773270937851,0.008346864366055131,0.0025745097266553704,0.005034433706266834,0.003788376545499608,0.015422175380551515,0.02381506116563561,0.019724293393445464,0.012502985605724564,0.02124463809691344,0.017043298176894206,0.011348651348651349,0.01686528203382136,0.014327297239329595,0.00020752518238270837,0.00016795230154636085,0.00018493150684931506,1.177703713299808e-05,8.172241125689069e-05,5.466646622295718e-05,0.0,0.0,0.0
2021-01-22,0.00648370248071192,0.010047814329094275,0.0083738505666777,0.0025843611669359393,0.005051288188042082,0.003801683685944832,0.015479986303258312,0.02387426053643087,0.019782816022195247,0.012561479105634387,0.021321317257772785,0.017111237097461894,0.011361971361971363,0.016905005107252298,0.014354873303306063,0.00021550692016665868,0.00017395059803015944,0.0001917808219178082,1.177703713299808e-05,8.172241125689069e-05,5.466646622295718e-05,0.0,0.0,0.0
2021-01-23,0.006566081361259081,0.010173496307095636,0.008479194289589894,0.002600780234070221,0.00508836804794763,0.0038282979668352794,0.015680101035704917,0.024216771181746297,0.02005592162302757,0.012751582980341309,0.021582928512469384,0.01733848107315382,0.011521811521811523,0.01714334354783793,0.014557097772466832,0.00022348865795060902,0.00017994889451395803,0.00019863013698630136,1.177703713299808e-05,8.915172137115347e-05,5.922200507487028e-05,0.0,0.0,0.0
2021-01-24,0.00659654077927652,0.010228060678032813,0.008522437237575455,0.002608989767637362,0.005105222529722879,0.0038407734110026764,0.015769040916792293,0.024373226661705195,0.02017946939483267,0.012805202021925314,0.021700202523195447,0.017425161764912593,0.011575091575091576,0.017234139144251502,0.014630633943070749,0.00022348865795060902,0.00017994889451395803,0.00019863013698630136,1.177703713299808e-05,8.915172137115347e-05,5.922200507487028e-05,0.0,0.0,0.0
2021-01-25,0.006791065698887885,0.010510691857830998,0.008763687368442272,0.0026828755697416297,0.005235002039392295,0.003942240356897507,0.016142588417359285,0.02499904858154079,0.020682330501127104,0.013195158687990797,0.022345209582188785,0.017947588636864128,0.012041292041292041,0.017750539098853706,0.015123939087538682,0.00023945213351850964,0.00018594719099775665,0.0002089041095890411,1.177703713299808e-05,9.658103148541626e-05,6.377754392678338e-05,0.0,0.0,0.0
2021-01-26,0.007045124935533334,0.010905517193601132,0.009092398800121991,0.0027485518382787564,0.005411974098032408,0.004062836317182346,0.016787402555242782,0.02577709745484991,0.021395439569967055,0.013706976812201744,0.02330595436236767,0.018692574041709813,0.012534132534132535,0.01852797639314493,0.015770444587431442,0.0002633973468703606,0.00020994037693295104,0.00023287671232876712,1.177703713299808e-05,9.658103148541626e-05,6.377754392678338e-05,0.0,9.798253951145906e-06,6.794078281369958e-06
2021-01-27,0.0073524881537092995,0.011312604185761643,0.009452648321685915,0.002870052935072441,0.005607486086625295,0.004220858609969377,0.017538944550431135,0.026614345698954284,0.022190913820010403,0.014277288436322514,0.024176488365064974,0.01941881767536441,0.01308025308025308,0.01940755873340143,0.01649661427214511,0.00027936082243826125,0.00021593867341674966,0.00024315068493150686,1.177703713299808e-05,0.00010401034159967906,6.833308277869648e-05,0.0,9.798253951145906e-06,6.794078281369958e-06
2021-01-28,0.0076702352643912095,0.011807975103932864,0.009864594299864159,0.0029931959385795536,0.005851876072366403,0.0044038317910912025,0.018214887646695217,0.027768733429461834,0.023112103346627364,0.014901219102027288,0.025195870150606894,0.020248141050569983,0.013766233766233767,0.020338213596640564,0.017314704170113673,0.00028734256022221156,0.00021593867341674966,0.0002465753424657534,1.177703713299808e-05,0.00010401034159967906,6.833308277869648e-05,0.0,9.798253951145906e-06,6.794078281369958e-06
2021-01-29,0.008111204566143665,0.01246090830672043,0.01041797398010044,0.003160670423349227,0.0061687403297410815,0.004645023711660881,0.01929550720190687,0.029358659387963077,0.024453788798335357,0.01579324497565208,0.026580605584949235,0.02139607453602403,0.01445887445887446,0.021416411304051752,0.018215522260011642,0.00031926951135801285,0.00023993185935194405,0.000273972602739726,2.355407426599616e-05,0.00010401034159967906,7.288862163060957e-05,0.0,9.798253951145906e-06,6.794078281369958e-06
2021-01-30,0.008217120269704302,0.012621536005434366,0.010552904983213283,0.0031918666509043623,0.006234472808664552,0.004693262095774816,0.01956232684516901,0.029798426142442144,0.024809259580371078,0.016012595600313914,0.026936938156001497,0.021686571989485866,0.014652014652014652,0.02164340029508569,0.0184269387504979,0.00031926951135801285,0.00023993185935194405,0.000273972602739726,2.355407426599616e-05,0.00010401034159967906,7.288862163060957e-05,0.0,9.798253951145906e-06,6.794078281369958e-06
2021-01-31,0.008298806890751067,0.012759479639826106,0.010664426270123414,0.00322963050531321,0.006290092598522873,0.004739837087333099,0.019749100595452505,0.030191679105582077,0.025101872724119994,0.01616857826674011,0.027207570488446256,0.02190210235818336,0.014785214785214785,0.021864714561343774,0.018607715169899196,0.00032725124914196316,0.00023993185935194405,0.0002773972602739726,2.355407426599616e-05,0.00010401034159967906,7.288862163060957e-05,0.0,9.798253951145906e-06,6.794078281369958e-06
2021-02-01,0.008677472837467854,0.01333884290427141,0.011149527611435126,0.0033790440162351737,0.006585046029589728,0.004961068297234942,0.020749674257685518,0.03159554989872679,0.026309172880180337,0.01689974701561289,0.028353247362462395,0.022848561803333223,0.015318015318015318,0.022874815571444784,0.01939822900389129,0.00033523298692591353,0.00026992334177093706,0.00029794520547945206,2.355407426599616e-05,0.00011143965171394185,7.744416048252267e-05,0.0,9.798253951145906e-06,6.794078281369958e-06
2021-02-02,0.009495031307435906,0.014568073957406684,0.012185407553405041,0.0035645794748525566,0.0069962953849058,0.0052579838684189955,0.022030408545343775,0.033561814714426465,0.027941303970868737,0.01789901097240569,0.03032435285043504,0.02435258894141791,0.016823176823176824,0.02550788786743843,0.02151239390875387,0.0027776447488147117,0.0024473049653898292,0.002589041095890411,0.00045930444818692513,0.00033431895514182556,0.00038266526356070025,0.00013295514979613543,2.9394761853437718e-05,6.114670453232963e-05
2021-02-03,0.010371431834937645,0.015984295270495205,0.0133480901248063,0.0037911626013056444,0.007545751490778913,0.005643890941330481,0.023471234618959315,0.036170815555903235,0.029980925958037107,0.019132248928837782,0.03278710707568233,0.026224423339127664,0.018461538461538463,0.028197707411190556,0.023718479026871343,0.004900786999345498,0.004354763247237784,0.004589041095890411,0.0008832777849748561,0.0005349103282269209,0.0006696642112312255,0.00019943272469420315,4.8991269755729526e-05,9.511709593917942e-05
2021-02-04,0.011230525874929476,0.01740909974305699,0.014507196211787702,0.004053867675454151,0.008091836700296976,0.0060464319397984965,0.025067705484477766,0.03897855714219266,0.03219828333622334,0.02055071630165098,0.03534007207841121,0.028232135577972797,0.019933399933399935,0.03093859947792532,0.02587554003125287,0.006225755471481251,0.005854337368187435,0.0060136986301369865,0.0013425822331617813,0.0007875068721118557,0.0010022185474208817,0.00031022868285764934,7.838603160916725e-05,0.00014946972219013907
2021-02-05,0.012551357001685652,0.019684863169110927,0.016334454615388117,0.004513601555214039,0.00906602574690636,0.006760027346173615,0.027824841798186516,0.04392593313008216,0.036078116871857115,0.022524871923607487,0.03944466245382336,0.031312814217507624,0.022311022311022312,0.03510384746339802,0.029218371786622545,0.007742285650431812,0.007509867197715849,0.0076095890410958905,0.0019432111269446833,0.0010995378969108928,0.0014258836606487997,0.00042102464102109557,9.798253951145905e-05,0.0001970282701597288
2021-02-06,0.01285802796036122,0.020178394838823593,0.016740223029568423,0.004646595999001721,0.009264908631854297,0.006925534905461084,0.02842963298958069,0.04508877791356046,0.03696896133171493,0.02309518354772826,0.040482086394861595,0.032125738542921,0.022883782883782885,0.03598342980365452,0.029956797499770198,0.007917883881678718,0.007665822906294612,0.007773972602739726,0.0019549881640776815,0.0011069672070251556,0.001434994738352626,0.00042102464102109557,9.798253951145905e-05,0.0001970282701597288
2021-02-07,0.013102395564001121,0.020578124837149877,0.01706698365156458,0.004735258961526842,0.009416598967831535,0.007045299169468097,0.028932143317724385,0.04609093869059449,0.037727588000693604,0.0236313739635683,0.04134810985868482,0.03283324040538451,0.02327006327006327,0.03661332425377369,0.030474614701106108,0.008045591686221924,0.007791787132454383,0.007900684931506849,0.0019785422383436775,0.0011143965171394184,0.0014486613549083652,0.00042102464102109557,9.798253951145905e-05,0.0001970282701597288
2021-02-08,0.01370258455084473,0.02155476576864339,0.017866815621823837,0.004945423020845647,0.009886839009360979,0.0073837995545434736,0.030168407664838953,0.04821365898625306,0.03941824172013179,0.024655010211990194,0.043274109957916675,0.03432555393647477,0.02426906426906427,0.03815684939280445,0.03176762570089162,0.008755966348993503,0.008409611670285639,0.008558219178082192,0.0021080896468066565,0.0011886896182820464,0.0015443276707985405,0.0004431838326537848,9.798253951145905e-05,0.00020382234844109874
2021-02-09,0.014388613715737481,0.022735563279036676,0.01881523426298085,0.00517693186743902,0.01046326228607449,0.007785508856733662,0.03151584686331274,0.05061546202994643,0.04130613837350442,0.025761512251951002,0.04534895783999315,0.035935003537509315,0.025474525474525476,0.040455112927023036,0.03356313386647057,0.00971377488306754,0.009279364660436436,0.009465753424657533,0.0022729681666686296,0.001233265478967623,0.0016354384478368023,0.0005539797908172309,9.798253951145905e-05,0.00023779273984794852
2021-02-10,0.014759664807949909,0.02336336008622397,0.019322444780706233,0.005309926311226701,0.010739675787188572,0.00798927444480115,0.032098403084435075,0.051981276084722756,0.04229018553840819,0.026468308709194692,0.046530719025001915,0.036888491146855835,0.026193806193806193,0.04161843150607195,0.034522168091429974,0.010184697412320611,0.009657257338915749,0.009883561643835616,0.002378961500865612,0.0012852706497674625,0.001708327069467412,0.0006204573657152987,9.798253951145905e-05,0.0002581749746920584
2021-02-11,0.015072566102129044,0.0240120017092749,0.01981339855106862,0.005426501687880101,0.01104305645914305,0.008198030210535596,0.032738770228264207,0.05343588919569198,0.0433479278654413,0.02694113116679909,0.047730522365507004,0.03773889901465138,0.026673326673326673,0.042742027011689936,0.03534945001072402,0.010631674728221829,0.010029151720911261,0.010287671232876713,0.002508508909328591,0.0013447051306815648,0.0017948823076537608,0.0006426165573479879,9.798253951145905e-05,0.00026496905297342837
2021-02-12,0.015420772630828392,0.02458829955962261,0.0202825682799646,0.005546360877960357,0.011299244582126833,0.008385161873046554,0.03347697124128945,0.05482707440938056,0.044420842725854,0.027487070499290767,0.04897092055587881,0.03864553219602018,0.027266067266067267,0.04351946430598116,0.03604191561724423,0.011006816404067494,0.010269083580263206,0.010585616438356165,0.002661610392057566,0.0013967103014814045,0.0018859930846920228,0.0007090941322460556,9.798253951145905e-05,0.00028535128781753823
2021-02-13,0.015434617820836318,0.02461098362394481,0.020301100971958412,0.005546360877960357,0.011309357271191983,0.008390152050713513,0.0335125471937244,0.0548905023066612,0.04447069533552974,0.027511442790919858,0.04900700486687144,0.0386759875742057,0.027312687312687312,0.043564862104187946,0.036087875723871676,0.011006816404067494,0.010269083580263206,0.010585616438356165,0.002661610392057566,0.0013967103014814045,0.0018859930846920228,0.0007090941322460556,9.798253951145905e-05,0.00028535128781753823
2021-02-14,0.015438771377838697,0.02462569761161326,0.020310855020376207,0.005549644691387214,0.011321155408434657,0.00839763731721395,0.03352144118183314,0.05492010199205883,0.044490202878446336,0.027511442790919858,0.049052110255612236,0.03869941478819456,0.027326007326007325,0.043564862104187946,0.03609400373808867,0.011006816404067494,0.010269083580263206,0.010585616438356165,0.002661610392057566,0.0013967103014814045,0.0018859930846920228,0.0007090941322460556,9.798253951145905e-05,0.00028535128781753823
2021-02-15,0.015438771377838697,0.02462569761161326,0.020310855020376207,0.005549644691387214,0.011321155408434657,0.00839763731721395,0.03352144118183314,0.05492010199205883,0.044490202878446336,0.027511442790919858,0.049052110255612236,0.03869941478819456,0.027326007326007325,0.043564862104187946,0.03609400373808867,0.011006816404067494,0.010269083580263206,0.010585616438356165,0.002661610392057566,0.0013967103014814045,0.0018859930846920228,0.0007090941322460556,9.798253951145905e-05,0.00028535128781753823
2021-02-16,0.015446386232343056,0.02464715551029642,0.02032581122795016,0.005551286598100643,0.011322840856612181,0.008399300709769603,0.03355701713426809,0.05499621546879559,0.04454655800242761,0.027521191707571495,0.049110747260975265,0.038734555609177844,0.027326007326007325,0.04358188627851549,0.03610319575941416,0.011006816404067494,0.010269083580263206,0.010585616438356165,0.002661610392057566,0.0013967103014814045,0.0018859930846920228,0.0007090941322460556,9.798253951145905e-05,0.00028535128781753823
2021-02-17,0.015997424794658526,0.0255673928223942,0.02107264620180606,0.00575980875070602,0.011707123041087855,0.008694552888398004,0.03465097767164285,0.05689482386072925,0.04605297381654239,0.02835472408128647,0.051050278976829365,0.040142531169908215,0.028285048285048284,0.045204857564408125,0.03742071881606766,0.011773063231326724,0.010886908118094462,0.011267123287671233,0.0028029348376535433,0.0014264275419384556,0.0019588817063226323,0.0007090941322460556,0.00010778079346260496,0.0002921453660989082
2021-02-18,0.017276028091890525,0.027942475665210187,0.02293274323507972,0.006117744414233361,0.012617265056951293,0.009324978666990474,0.036976755562077815,0.061322091090917547,0.049455956303103864,0.030202143786771694,0.055660049706138394,0.04342468384974722,0.030695970695970697,0.04963114288956986,0.04091981493397065,0.01390418721964146,0.013196252264356922,0.0135,0.0037333207711603917,0.002124782692679158,0.0027469899277035984,0.0011301187732671513,0.0001665703171694804,0.00046199732313315713
2021-02-19,0.018424486603048018,0.030278321207576966,0.024710906261643895,0.006437916223351854,0.013517294383749583,0.009931285253525976,0.03896011491032637,0.06602844106914063,0.05283509623721172,0.03225916520026712,0.060084888341610174,0.046711521972384,0.032753912753912755,0.053807740324594254,0.04412170236234948,0.015556406940919178,0.015187686696978057,0.015345890410958903,0.004498828184805266,0.002897430944562488,0.003516875993676912,0.0014625066477574897,0.00026455285668093944,0.0006318492801674061
2021-02-20,0.018736695637726758,0.030759591220899257,0.025112773056457083,0.006511802025456121,0.013657186582484148,0.010037742377087766,0.039560459107666174,0.06717437174667744,0.05371510317322698,0.0328051045327588,0.060955422344307474,0.04742605199904417,0.03333999333999334,0.054658949040971516,0.04485093605417165,0.015979439043468543,0.015679547008649545,0.015808219178082193,0.004699037816066234,0.002934577495133802,0.003617097848419,0.0014846658393901791,0.00027435111063208535,0.000645437436730146
2021-02-21,0.018964449013357147,0.03106919804475627,0.025383935602471805,0.006569268760426108,0.013766740714023265,0.010120912004870414,0.039974029554722484,0.06796933472592806,0.05432417201317843,0.03319506119882428,0.06154630293681186,0.04792036621420907,0.033866133866133866,0.055146975371694475,0.045356497227073564,0.016242836390338904,0.0158594959031635,0.016023972602739727,0.004781477075997221,0.0029717240457051157,0.0036717643146419576,0.0015289842226555576,0.00027435111063208535,0.0006590255932928859
2021-02-22,0.021343744916219293,0.0349034179980271,0.02853481837636711,0.006889440569544601,0.01451676515302184,0.010653197622679359,0.04153492446780599,0.07162278160929261,0.056957690306918676,0.034496541571817835,0.06469916960979329,0.05018343508553276,0.03557109557109557,0.058239700374531835,0.047810766920979256,0.018820937694554857,0.017736962702592465,0.01820205479452055,0.009468737854930456,0.006961263577064234,0.007931193141180704,0.03802517284169474,0.02820917312534906,0.031218789702894958
2021-02-23,0.024098937727796643,0.03944145702810556,0.03223550434607884,0.007303201061328499,0.015406681790754979,0.011301920719384012,0.04351828381605454,0.07625301811077893,0.06029781515519334,0.03657306081861653,0.06921421902274665,0.0535264985217428,0.037975357975357976,0.06278515491998637,0.05137114318105218,0.022636208355283113,0.021395923557709612,0.021928082191780822,0.013708471222809765,0.010690777254424154,0.011858067631529795,0.0747429533770608,0.056281170695382084,0.061941611691249905
2021-02-24,0.026906050001903714,0.04410824345028297,0.03602885377575963,0.007725171086679539,0.016185358848771477,0.01189991034314125,0.04596857754001183,0.08070988502636486,0.06377666030865269,0.03875194369025742,0.07357139957510724,0.05683676385836844,0.04015318015318015,0.06704687322664851,0.0546741428440114,0.025709177402103985,0.02440107009609271,0.024962328767123287,0.01834862385321101,0.01523008573423872,0.01643638417770246,0.11228062400283638,0.08829206635377576,0.09564703404512627
2021-02-25,0.02970693194050722,0.04873701873765021,0.03979911862418497,0.00810937725762173,0.01708370272739224,0.01253782138823416,0.04829880242450116,0.08531052184245357,0.06727067799549159,0.041150177186560145,0.07759028971191188,0.0600767475530275,0.04263070263070263,0.07152423107479287,0.058231455096975825,0.028446913461998947,0.02735823026260542,0.027825342465753425,0.02232926240416436,0.019457363189254246,0.02056825791638764,0.1509040950186137,0.11951910169607775,0.12914183997228015
2021-02-26,0.032426819517564355,0.0535883430885028,0.04364936666963623,0.008518212029265346,0.018027553706806178,0.01321066367699578,0.05070907320196913,0.09002955740013277,0.07086440090168199,0.042997596892045374,0.08187530164228721,0.06319022429214673,0.04527472527472527,0.07635342185903983,0.06205533596837945,0.03128043037530131,0.030393368283407513,0.030773972602739726,0.026604326883442664,0.02346919065095615,0.02468190949966517,0.18733380606275482,0.15273518259046237,0.16334323004069654
