FECHA,<=10M,<=10F,<=10,11-20M,11-20F,11-20,21-30M,21-30F,21-30,31-40M,31-40F,31-40,41-50M,41-50F,41-50,51-60M,51-60F,51-60,61-70M,61-70F,61-70,71-80M,71-80F,71-80,81-90M,81-90F,81-90,>=91M,>=91F,>=91,TotalM,TotalF,Total
2020-10-10,7147,6589,13736,4507,4574,9081,8514,8711,17225,8955,9338,18293,6884,7261,14145,5161,5580,10741,4063,4138,8201,3218,3675,6893,2163,3890,6053,639,1957,2596,51251,55713,106964
2020-10-11,7192,6625,13817,4533,4597,9130,8546,8768,17314,9001,9411,18412,6922,7301,14223,5199,5612,10811,4097,4162,8259,3234,3697,6931,2174,3908,6082,640,1963,2603,51538,56044,107582
2020-10-12,7231,6660,13891,4575,4627,9202,8597,8831,17428,9065,9474,18539,6960,7352,14312,5231,5663,10894,4140,4199,8339,3254,3729,6983,2189,3931,6120,640,1972,2612,51882,56438,108320
2020-10-13,7294,6723,14017,4622,4661,9283,8680,8914,17594,9149,9577,18726,7026,7427,14453,5296,5731,11027,4187,4247,8434,3288,3776,7064,2208,3969,6177,644,1985,2629,52394,57010,109404
2020-10-14,7344,6776,14120,4661,4706,9367,8761,9008,17769,9227,9658,18885,7079,7492,14571,5339,5783,11122,4237,4285,8522,3320,3818,7138,2225,3991,6216,644,1999,2643,52837,57516,110353
2020-10-15,7400,6825,14225,4699,4747,9446,8845,9095,17940,9323,9739,19062,7162,7572,14734,5401,5840,11241,4289,4337,8626,3346,3851,7197,2240,4020,6260,650,2009,2659,53355,58035,111390
2020-10-16,7471,6874,14345,4750,4801,9551,8960,9217,18177,9427,9826,19253,7237,7664,14901,5460,5909,11369,4337,4394,8731,3377,3899,7276,2260,4062,6322,652,2036,2688,53931,58682,112613
2020-10-17,7509,6911,14420,4785,4835,9620,9026,9276,18302,9496,9902,19398,7287,7716,15003,5495,5947,11442,4373,4431,8804,3410,3923,7333,2271,4084,6355,655,2043,2698,54307,59068,113375
2020-10-18,7545,6944,14489,4809,4852,9661,9054,9311,18365,9546,9972,19518,7314,7750,15064,5536,5966,11502,4394,4450,8844,3423,3942,7365,2279,4100,6379,656,2048,2704,54556,59335,113891
2020-10-19,7631,7005,14636,4854,4906,9760,9146,9415,18561,9650,10104,19754,7402,7870,15272,5601,6039,11640,4455,4503,8958,3460,3998,7458,2294,4134,6428,657,2057,2714,55150,60031,115181
2020-10-20,7698,7074,14772,4916,4955,9871,9251,9515,18766,9738,10201,19939,7491,7980,15471,5665,6103,11768,4509,4550,9059,3491,4043,7534,2318,4170,6488,657,2072,2729,55734,60663,116397
2020-10-21,7743,7118,14861,4979,5000,9979,9335,9615,18950,9812,10288,20100,7556,8054,15610,5721,6150,11871,4556,4594,9150,3520,4075,7595,2336,4201,6537,659,2076,2735,56217,61171,117388
2020-10-22,7789,7165,14954,5043,5061,10104,9404,9698,19102,9874,10375,20249,7629,8115,15744,5771,6202,11973,4581,4644,9225,3541,4111,7652,2351,4226,6577,662,2084,2746,56645,61681,118326
2020-10-23,7836,7206,15042,5081,5091,10172,9456,9763,19219,9929,10441,20370,7674,8186,15860,5813,6243,12056,4618,4687,9305,3575,4140,7715,2364,4245,6609,666,2099,2765,57012,62101,119113
2020-10-24,7866,7232,15098,5101,5112,10213,9503,9792,19295,9970,10487,20457,7705,8225,15930,5835,6276,12111,4639,4717,9356,3597,4164,7761,2371,4267,6638,668,2109,2777,57255,62381,119636
2020-10-25,7909,7261,15170,5122,5142,10264,9550,9841,19391,10009,10562,20571,7748,8263,16011,5860,6324,12184,4659,4747,9406,3617,4187,7804,2376,4280,6656,670,2111,2781,57520,62718,120238
2020-10-26,7965,7309,15274,5176,5191,10367,9617,9909,19526,10092,10656,20748,7797,8342,16139,5914,6391,12305,4701,4790,9491,3654,4225,7879,2387,4306,6693,671,2120,2791,57974,63239,121213
2020-10-27,8018,7364,15382,5219,5225,10444,9708,9997,19705,10164,10743,20907,7874,8417,16291,5970,6462,12432,4753,4853,9606,3684,4269,7953,2402,4333,6735,674,2126,2800,58466,63789,122255
2020-10-28,8069,7420,15489,5260,5268,10528,9777,10074,19851,10246,10839,21085,7922,8492,16414,6029,6524,12553,4796,4891,9687,3706,4301,8007,2413,4359,6772,677,2137,2814,58895,64305,123200
2020-10-29,8113,7462,15575,5296,5306,10602,9868,10155,20023,10332,10926,21258,7973,8568,16541,6075,6575,12650,4837,4933,9770,3727,4328,8055,2424,4383,6807,678,2144,2822,59323,64780,124103
2020-10-30,8159,7494,15653,5321,5347,10668,9922,10231,20153,10401,11008,21409,8035,8640,16675,6115,6630,12745,4880,4990,9870,3749,4359,8108,2443,4408,6851,682,2158,2840,59707,65265,124972
2020-10-31,8196,7519,15715,5341,5364,10705,9964,10265,20229,10443,11077,21520,8069,8685,16754,6143,6660,12803,4909,5030,9939,3770,4388,8158,2451,4423,6874,684,2167,2851,59970,65578,125548
2020-11-01,8251,7562,15813,5368,5398,10766,10019,10331,20350,10492,11139,21631,8114,8726,16840,6174,6701,12875,4931,5076,10007,3791,4411,8202,2459,4440,6899,687,2171,2858,60286,65955,126241
2020-11-02,8299,7620,15919,5410,5444,10854,10095,10414,20509,10575,11217,21792,8187,8802,16989,6219,6750,12969,4975,5127,10102,3826,4448,8274,2473,4458,6931,688,2181,2869,60747,66461,127208
2020-11-03,8334,7660,15994,5434,5480,10914,10149,10496,20645,10647,11286,21933,8245,8848,17093,6260,6790,13050,5011,5161,10172,3861,4482,8343,2489,4488,6977,689,2192,2881,61119,66883,128002
2020-11-04,8383,7707,16090,5472,5522,10994,10249,10588,20837,10727,11380,22107,8331,8931,17262,6322,6849,13171,5069,5219,10288,3898,4517,8415,2511,4523,7034,695,2205,2900,61657,67441,129098
2020-11-05,8447,7760,16207,5543,5582,11125,10364,10692,21056,10841,11477,22318,8421,9021,17442,6388,6921,13309,5111,5279,10390,3932,4552,8484,2528,4547,7075,699,2215,2914,62274,68046,130320
2020-11-06,8480,7803,16283,5578,5624,11202,10429,10749,21178,10888,11553,22441,8468,9063,17531,6432,6973,13405,5146,5328,10474,3966,4597,8563,2544,4577,7121,702,2222,2924,62633,68489,131122
2020-11-07,8518,7842,16360,5603,5655,11258,10477,10803,21280,10929,11617,22546,8517,9116,17633,6473,7020,13493,5193,5376,10569,4000,4625,8625,2565,4595,7160,708,2228,2936,62983,68877,131860
2020-11-08,8567,7897,16464,5626,5693,11319,10537,10866,21403,10987,11698,22685,8566,9167,17733,6509,7065,13574,5226,5423,10649,4023,4653,8676,2573,4610,7183,710,2233,2943,63324,69305,132629
2020-11-09,8644,7960,16604,5690,5735,11425,10605,10964,21569,11082,11807,22889,8645,9251,17896,6572,7131,13703,5274,5476,10750,4048,4699,8747,2599,4642,7241,714,2243,2957,63873,69908,133781
2020-11-10,8687,8002,16689,5732,5780,11512,10681,11024,21705,11167,11893,23060,8697,9303,18000,6617,7177,13794,5332,5520,10852,4076,4731,8807,2621,4669,7290,719,2254,2973,64329,70353,134682
2020-11-11,8750,8052,16802,5771,5824,11595,10768,11121,21889,11249,11980,23229,8774,9380,18154,6692,7239,13931,5370,5561,10931,4109,4768,8877,2641,4705,7346,724,2271,2995,64848,70901,135749
2020-11-12,8815,8108,16923,5809,5862,11671,10854,11211,22065,11361,12080,23441,8855,9461,18316,6752,7299,14051,5421,5621,11042,4142,4818,8960,2660,4741,7401,727,2282,3009,65396,71483,136879
2020-11-13,8873,8147,17020,5856,5906,11762,10948,11315,22263,11428,12173,23601,8921,9533,18454,6801,7355,14156,5478,5682,11160,4179,4863,9042,2680,4780,7460,732,2295,3027,65896,72049,137945
2020-11-14,8938,8205,17143,5887,5936,11823,10994,11374,22368,11497,12238,23735,8969,9589,18558,6843,7397,14240,5521,5707,11228,4204,4903,9107,2692,4800,7492,736,2298,3034,66281,72447,138728
2020-11-15,8998,8266,17264,5934,5962,11896,11052,11446,22498,11568,12301,23869,9025,9644,18669,6894,7446,14340,5570,5750,11320,4230,4938,9168,2702,4824,7526,736,2309,3045,66709,72886,139595
2020-11-16,9055,8325,17380,5994,6008,12002,11115,11508,22623,11649,12395,24044,9099,9709,18808,6932,7502,14434,5616,5792,11408,4262,4982,9244,2719,4849,7568,739,2323,3062,67180,73393,140573
2020-11-17,9114,8391,17505,6047,6055,12102,11207,11617,22824,11754,12505,24259,9177,9797,18974,6990,7572,14562,5682,5866,11548,4307,5036,9343,2737,4890,7627,744,2338,3082,67759,74067,141826
2020-11-18,9170,8445,17615,6114,6099,12213,11297,11712,23009,11859,12623,24482,9238,9874,19112,7043,7631,14674,5727,5910,11637,4353,5078,9431,2750,4932,7682,746,2343,3089,68297,74647,142944
2020-11-19,9234,8500,17734,6174,6151,12325,11389,11832,23221,11947,12730,24677,9308,9963,19271,7103,7690,14793,5767,5965,11732,4391,5111,9502,2772,4968,7740,749,2350,3099,68834,75260,144094
2020-11-20,9292,8550,17842,6214,6203,12417,11471,11921,23392,12033,12822,24855,9375,10050,19425,7150,7748,14898,5817,6006,11823,4421,5143,9564,2791,4998,7789,753,2362,3115,69317,75803,145120
2020-11-21,9340,8600,17940,6242,6245,12487,11527,11982,23509,12101,12881,24982,9427,10107,19534,7188,7795,14983,5853,6046,11899,4444,5164,9608,2801,5017,7818,756,2371,3127,69679,76208,145887
2020-11-22,9384,8634,18018,6271,6276,12547,11582,12030,23612,12150,12943,25093,9476,10151,19627,7219,7826,15045,5882,6087,11969,4466,5181,9647,2813,5038,7851,758,2381,3139,70001,76547,146548
2020-11-23,9441,8687,18128,6307,6320,12627,11638,12108,23746,12224,13008,25232,9531,10219,19750,7257,7875,15132,5918,6131,12049,4495,5212,9707,2832,5066,7898,763,2393,3156,70406,77019,147425
2020-11-24,9494,8753,18247,6359,6370,12729,11718,12208,23926,12330,13098,25428,9607,10287,19894,7317,7939,15256,5971,6191,12162,4537,5256,9793,2858,5099,7957,764,2401,3165,70955,77602,148557
2020-11-25,9557,8812,18369,6414,6421,12835,11810,12315,24125,12419,13198,25617,9675,10357,20032,7374,7986,15360,6023,6236,12259,4560,5301,9861,2877,5132,8009,770,2411,3181,71479,78169,149648
2020-11-26,9616,8872,18488,6473,6477,12950,11892,12410,24302,12516,13316,25832,9740,10434,20174,7431,8042,15473,6077,6287,12364,4596,5347,9943,2888,5160,8048,779,2421,3200,72008,78766,150774
2020-11-27,9665,8921,18586,6514,6514,13028,11972,12519,24491,12585,13403,25988,9798,10474,20272,7483,8095,15578,6117,6324,12441,4624,5382,10006,2902,5196,8098,783,2425,3208,72443,79253,151696
2020-11-28,9728,8957,18685,6553,6541,13094,12034,12587,24621,12632,13478,26110,9845,10537,20382,7535,8137,15672,6140,6352,12492,4647,5416,10063,2917,5220,8137,784,2432,3216,72815,79657,152472
2020-11-29,9785,9002,18787,6582,6577,13159,12102,12668,24770,12694,13563,26257,9913,10590,20503,7575,8183,15758,6188,6406,12594,4669,5450,10119,2932,5236,8168,785,2437,3222,73225,80112,153337
2020-11-30,9862,9064,18926,6650,6625,13275,12213,12789,25002,12802,13667,26469,10004,10684,20688,7640,8251,15891,6259,6480,12739,4728,5494,10222,2951,5268,8219,788,2446,3234,73897,80768,154665
2020-12-01,9908,9129,19037,6697,6681,13378,12323,12891,25214,12894,13779,26673,10081,10777,20858,7674,8304,15978,6325,6557,12882,4775,5543,10318,2978,5296,8274,792,2451,3243,74447,81408,155855
2020-12-02,9946,9163,19109,6734,6720,13454,12387,12970,25357,12956,13857,26813,10143,10841,20984,7709,8344,16053,6362,6588,12950,4805,5578,10383,2996,5314,8310,794,2459,3253,74832,81834,156666
2020-12-03,9992,9210,19202,6791,6768,13559,12480,13088,25568,13060,13979,27039,10223,10934,21157,7764,8402,16166,6420,6647,13067,4846,5615,10461,3010,5339,8349,796,2466,3262,75382,82448,157830
2020-12-04,10048,9265,19313,6847,6816,13663,12565,13176,25741,13148,14076,27224,10300,11024,21324,7828,8481,16309,6478,6725,13203,4896,5654,10550,3027,5371,8398,802,2476,3278,75939,83064,159003
2020-12-05,10097,9317,19414,6890,6857,13747,12644,13239,25883,13234,14155,27389,10358,11076,21434,7869,8520,16389,6513,6765,13278,4923,5680,10603,3035,5392,8427,807,2483,3290,76370,83484,159854
2020-12-06,10138,9367,19505,6925,6888,13813,12697,13296,25993,13287,14214,27501,10405,11133,21538,7897,8558,16455,6546,6806,13352,4949,5705,10654,3051,5409,8460,808,2488,3296,76703,83864,160567
2020-12-07,10172,9416,19588,6974,6927,13901,12780,13370,26150,13366,14287,27653,10455,11206,21661,7930,8597,16527,6577,6840,13417,4976,5734,10710,3066,5430,8496,810,2496,3306,77106,84303,161409
2020-12-08,10216,9463,19679,7002,6967,13969,12856,13452,26308,13433,14362,27795,10508,11254,21762,7975,8643,16618,6624,6885,13509,4995,5774,10769,3073,5450,8523,814,2502,3316,77496,84752,162248
2020-12-09,10277,9516,19793,7045,7019,14064,12966,13584,26550,13530,14473,28003,10595,11339,21934,8049,8726,16775,6698,6959,13657,5036,5832,10868,3093,5488,8581,816,2519,3335,78105,85455,163560
2020-12-10,10342,9564,19906,7106,7098,14204,13088,13716,26804,13648,14623,28271,10679,11447,22126,8129,8818,16947,6769,7031,13800,5073,5874,10947,3113,5536,8649,821,2529,3350,78768,86236,165004
2020-12-11,10404,9629,20033,7168,7156,14324,13213,13852,27065,13777,14751,28528,10778,11547,22325,8204,8916,17120,6842,7120,13962,5121,5934,11055,3132,5566,8698,823,2537,3360,79462,87008,166470
2020-12-12,10464,9681,20145,7217,7207,14424,13318,13960,27278,13874,14871,28745,10868,11646,22514,8274,8998,17272,6896,7201,14097,5154,5976,11130,3145,5591,8736,825,2546,3371,80035,87677,167712
2020-12-13,10522,9720,20242,7265,7260,14525,13395,14058,27453,13974,14979,28953,10939,11726,22665,8338,9079,17417,6948,7248,14196,5182,6005,11187,3161,5611,8772,831,2550,3381,80555,88236,168791
2020-12-14,10600,9776,20376,7325,7318,14643,13524,14198,27722,14117,15128,29245,11043,11842,22885,8422,9177,17599,7033,7331,14364,5236,6065,11301,3184,5641,8825,841,2563,3404,81325,89039,170364
2020-12-15,10658,9832,20490,7383,7380,14763,13633,14334,27967,14254,15264,29518,11146,11937,23083,8506,9281,17787,7116,7412,14528,5276,6111,11387,3196,5666,8862,844,2574,3418,82012,89791,171803
2020-12-16,10699,9890,20589,7465,7470,14935,13776,14494,28270,14411,15446,29857,11282,12077,23359,8605,9385,17990,7197,7502,14699,5325,6172,11497,3218,5690,8908,848,2584,3432,82826,90710,173536
2020-12-17,10772,9962,20734,7546,7553,15099,13909,14694,28603,14604,15670,30274,11436,12231,23667,8733,9494,18227,7262,7588,14850,5373,6217,11590,3230,5714,8944,850,2592,3442,83715,91715,175430
2020-12-18,10858,10026,20884,7632,7652,15284,14092,14899,28991,14802,15902,30704,11606,12403,24009,8871,9632,18503,7404,7709,15113,5442,6292,11734,3245,5755,9000,854,2599,3453,84806,92869,177675
2020-12-19,10923,10083,21006,7714,7724,15438,14217,15068,29285,15016,16129,31145,11742,12552,24294,8974,9732,18706,7490,7820,15310,5490,6352,11842,3258,5783,9041,857,2605,3462,85681,93848,179529
2020-12-20,10978,10153,21131,7797,7820,15617,14383,15224,29607,15227,16349,31576,11902,12722,24624,9106,9881,18987,7570,7918,15488,5542,6404,11946,3271,5798,9069,861,2612,3473,86637,94881,181518
2020-12-21,11061,10237,21298,7881,7905,15786,14583,15419,30002,15470,16625,32095,12089,12902,24991,9233,10035,19268,7709,8044,15753,5611,6478,12089,3284,5843,9127,866,2619,3485,87787,96107,183894
2020-12-22,11147,10328,21475,8005,8029,16034,14816,15671,30487,15731,16927,32658,12285,13097,25382,9384,10200,19584,7836,8187,16023,5679,6540,12219,3301,5873,9174,870,2625,3495,89054,97477,186531
2020-12-23,11252,10418,21670,8126,8151,16277,15061,15935,30996,16038,17223,33261,12496,13324,25820,9527,10340,19867,7944,8329,16273,5737,6605,12342,3328,5913,9241,877,2639,3516,90386,98877,189263
2020-12-24,11303,10467,21770,8184,8223,16407,15219,16078,31297,16228,17396,33624,12624,13443,26067,9591,10424,20015,7996,8409,16405,5784,6633,12417,3333,5931,9264,878,2643,3521,91140,99647,190787
2020-12-25,11334,10487,21821,8209,8250,16459,15262,16117,31379,16272,17459,33731,12667,13474,26141,9623,10458,20081,8015,8431,16446,5798,6643,12441,3338,5949,9287,883,2647,3530,91401,99915,191316
2020-12-26,11411,10549,21960,8321,8389,16710,15449,16349,31798,16534,17729,34263,12845,13663,26508,9768,10596,20364,8109,8543,16652,5854,6708,12562,3358,5984,9342,884,2658,3542,92533,101168,193701
2020-12-27,11460,10592,22052,8471,8517,16988,15645,16550,32195,16802,17995,34797,13062,13882,26944,9911,10769,20680,8226,8658,16884,5909,6784,12693,3378,6016,9394,887,2669,3556,93751,102432,196183
2020-12-28,11565,10681,22246,8660,8726,17386,15949,16876,32825,17184,18381,35565,13360,14170,27530,10105,10999,21104,8363,8831,17194,5983,6882,12865,3410,6065,9475,889,2689,3578,95468,104300,199768
2020-12-29,11648,10761,22409,8844,8924,17768,16262,17207,33469,17515,18733,36248,13638,14480,28118,10294,11190,21484,8510,8994,17504,6065,6980,13045,3435,6121,9556,896,2705,3601,97107,106095,203202
2020-12-30,11739,10833,22572,9059,9163,18222,16595,17560,34155,17912,19117,37029,13904,14798,28702,10490,11439,21929,8662,9159,17821,6147,7071,13218,3459,6167,9626,899,2718,3617,98866,108025,206891
2020-12-31,11805,10896,22701,9222,9318,18540,16840,17821,34661,18164,19412,37576,14104,15037,29141,10634,11591,22225,8734,9246,17980,6188,7125,13313,3478,6193,9671,899,2726,3625,100068,109365,209433
2021-01-01,11838,10917,22755,9264,9360,18624,16897,17903,34800,18236,19492,37728,14155,15099,29254,10679,11647,22326,8762,9270,18032,6207,7148,13355,3485,6209,9694,900,2730,3630,100423,109775,210198
2021-01-02,11914,10979,22893,9420,9534,18954,17128,18159,35287,18526,19802,38328,14363,15332,29695,10840,11832,22672,8920,9437,18357,6280,7236,13516,3503,6243,9746,905,2739,3644,101799,111293,213092
2021-01-03,11967,11044,23011,9675,9797,19472,17551,18669,36220,19057,20339,39396,14745,15766,30511,11097,12155,23252,9135,9682,18817,6372,7355,13727,3533,6286,9819,908,2750,3658,104040,113843,217883
2021-01-04,12057,11131,23188,9951,10071,20022,18211,19452,37663,19796,21147,40943,15274,16334,31608,11435,12583,24018,9378,9946,19324,6505,7482,13987,3574,6364,9938,914,2763,3677,107095,117273,224368
2021-01-05,12142,11224,23366,10264,10394,20658,18908,20252,39160,20520,21960,42480,15798,16925,32723,11807,12983,24790,9639,10293,19932,6631,7626,14257,3614,6440,10054,922,2774,3696,110245,120871,231116
2021-01-06,12241,11307,23548,10619,10747,21366,19601,20986,40587,21217,22699,43916,16364,17491,33855,12214,13430,25644,9926,10613,20539,6762,7786,14548,3649,6513,10162,926,2794,3720,113519,124366,237885
2021-01-07,12328,11386,23714,10879,11041,21920,20137,21595,41732,21790,23333,45123,16786,17928,34714,12504,13778,26282,10149,10888,21037,6862,7921,14783,3686,6575,10261,930,2808,3738,116051,127253,243304
2021-01-08,12420,11475,23895,11164,11349,22513,20671,22197,42868,22284,23954,46238,17154,18436,35590,12783,14117,26900,10327,11112,21439,6962,8049,15011,3722,6618,10340,936,2818,3754,118423,130125,248548
2021-01-09,12480,11543,24023,11407,11635,23042,21109,22736,43845,22826,24586,47412,17544,18890,36434,13058,14446,27504,10492,11352,21844,7044,8148,15192,3750,6671,10421,936,2830,3766,120646,132837,253483
2021-01-10,12552,11619,24171,11705,11973,23678,21555,23285,44840,23324,25191,48515,17933,19346,37279,13319,14755,28074,10660,11527,22187,7103,8248,15351,3767,6714,10481,940,2849,3789,122858,135507,258365
2021-01-11,12646,11687,24333,12020,12323,24343,22184,24014,46198,23999,25939,49938,18365,19876,38241,13644,15134,28778,10863,11776,22639,7199,8355,15554,3800,6776,10576,945,2873,3818,125665,138753,264418
2021-01-12,12759,11754,24513,12298,12641,24939,22690,24636,47326,24464,26540,51004,18759,20325,39084,13939,15518,29457,11076,11976,23052,7286,8460,15746,3836,6817,10653,950,2883,3833,128057,141550,269607
2021-01-13,12885,11863,24748,12606,13008,25614,23293,25315,48608,24998,27176,52174,19220,20828,40048,14260,15899,30159,11318,12253,23571,7381,8571,15952,3860,6875,10735,956,2889,3845,130777,144677,275454
2021-01-14,12981,11963,24944,12937,13401,26338,23811,25977,49788,25543,27806,53349,19615,21327,40942,14578,16291,30869,11531,12496,24027,7466,8677,16143,3883,6920,10803,960,2899,3859,133305,147757,281062
2021-01-15,13092,12051,25143,13461,13970,27431,24425,26771,51196,26379,28720,55099,20234,22052,42286,15049,16830,31879,11778,12801,24579,7569,8812,16381,3909,6975,10884,964,2909,3873,136860,151891,288751
2021-01-16,13153,12101,25254,14072,14587,28659,24984,27501,52485,27085,29577,56662,20926,22825,43751,15525,17309,32834,12051,13114,25165,7711,8943,16654,3936,7018,10954,966,2919,3885,140409,155894,296303
2021-01-17,13219,12143,25362,14563,15150,29713,25545,28263,53808,27779,30379,58158,21629,23614,45243,15969,17771,33740,12271,13351,25622,7803,9047,16850,3956,7050,11006,968,2925,3893,143702,159693,303395
2021-01-18,13313,12234,25547,15168,15754,30922,26284,29110,55394,28619,31309,59928,22419,24457,46876,16525,18367,34892,12616,13736,26352,7952,9201,17153,3999,7127,11126,973,2949,3922,147868,164244,312112
2021-01-19,13416,12318,25734,15738,16340,32078,26972,29924,56896,29444,32202,61646,23156,25279,48435,17026,18947,35973,12949,14108,27057,8091,9372,17463,4026,7189,11215,980,2962,3942,151798,168641,320439
2021-01-20,13517,12407,25924,16275,16893,33168,27595,30651,58246,30191,32991,63182,23825,25987,49812,17526,19500,37026,13297,14478,27775,8256,9554,17810,4062,7242,11304,986,2978,3964,155530,172681,328211
2021-01-21,13637,12494,26131,16656,17360,34016,28191,31274,59465,30763,33626,64389,24302,26574,50876,17865,19995,37860,13563,14739,28302,8365,9676,18041,4105,7306,11411,994,3002,3996,158441,176046,334487
2021-01-22,13722,12583,26305,17083,17775,34858,28675,31881,60556,31238,34243,65481,24765,27125,51890,18199,20375,38574,13796,14997,28793,8467,9800,18267,4131,7357,11488,1000,3008,4008,161076,179144,340220
2021-01-23,13773,12633,26406,17532,18240,35772,29175,32518,61693,31764,34840,66604,25224,27623,52847,18553,20788,39341,13971,15203,29174,8524,9873,18397,4152,7395,11547,1003,3014,4017,163671,182127,345798
2021-01-24,13836,12688,26524,18091,18788,36879,29731,33174,62905,32316,35508,67824,25811,28259,54070,18958,21222,40180,14188,15428,29616,8605,9979,18584,4181,7436,11617,1005,3020,4025,166722,185502,352224
2021-01-25,13926,12790,26716,18754,19429,38183,30509,34039,64548,33068,36355,69423,26473,29008,55481,19411,21762,41173,14461,15730,30191,8739,10127,18866,4220,7507,11727,1013,3037,4050,170574,189784,360358
2021-01-26,14044,12879,26923,19307,19979,39286,31129,34713,65842,33666,36993,70659,27045,29636,56681,19822,22241,42063,14717,16038,30755,8861,10267,19128,4257,7578,11835,1017,3053,4070,173865,193377,367242
2021-01-27,14160,12974,27134,19772,20454,40226,31668,35370,67038,34229,37667,71896,27539,30235,57774,20200,22681,42881,14947,16284,31231,8954,10381,19335,4294,7636,11930,1019,3074,4093,176782,196756,373538
2021-01-28,14250,13060,27310,20169,20886,41055,32140,35917,68057,34712,38225,72937,27937,30726,58663,20515,23057,43572,15171,16537,31708,9073,10515,19588,4329,7687,12016,1024,3091,4115,179320,199701,379021
2021-01-29,14321,13159,27480,20738,21455,42193,32761,36622,69383,35399,39006,74405,28546,31442,59988,20999,23576,44575,15452,16861,32313,9188,10673,19861,4354,7754,12108,1028,3102,4130,182786,203650,386436
2021-01-30,14387,13208,27595,21504,22282,43786,33322,37312,70634,36134,39877,76011,29339,32365,61704,21561,24173,45734,15745,17227,32972,9309,10832,20141,4385,7805,12190,1030,3112,4142,186716,208193,394909
2021-01-31,14446,13268,27714,22668,23518,46186,34107,38182,72289,37048,40964,78012,30513,33755,64268,22319,24994,47313,16076,17592,33668,9426,10981,20407,4413,7856,12269,1032,3127,4159,192048,214237,406285
2021-02-01,14532,13345,27877,23632,24603,48235,34783,39073,73856,37946,42028,79974,31530,34947,66477,23075,25752,48827,16459,18045,34504,9558,11185,20743,4460,7910,12370,1034,3138,4172,197009,220026,417035
2021-02-02,14623,13428,28051,24423,25505,49928,35422,39833,75255,38797,43030,81827,32499,36077,68576,23736,26475,50211,16879,18479,35358,9770,11426,21196,4509,7983,12492,1038,3149,4187,201696,225385,427081
2021-02-03,14688,13519,28207,25064,26126,51190,36016,40551,76567,39512,43860,83372,33225,36916,70141,24259,27121,51380,17261,18885,36146,9942,11635,21577,4550,8058,12608,1043,3164,4207,205560,229835,435395
2021-02-04,14764,13595,28359,25437,26520,51957,36462,41113,77575,40031,44457,84488,33664,37530,71194,24627,27575,52202,17488,19179,36667,10058,11790,21848,4579,8105,12684,1048,3183,4231,208158,233047,441205
2021-02-05,14847,13671,28518,25783,26868,52651,36881,41633,78514,40474,45014,85488,34077,37998,72075,24937,27952,52889,17710,19445,37155,10169,11923,22092,4597,8158,12755,1049,3193,4242,210524,235855,446379
2021-02-06,14901,13718,28619,26155,27302,53457,37266,42113,79379,40922,45631,86553,34523,38531,73054,25299,28377,53676,17912,19668,37580,10260,12040,22300,4621,8203,12824,1050,3200,4250,212909,238783,451692
2021-02-07,14957,13779,28736,26572,27756,54328,37650,42602,80252,41434,46232,87666,34989,39118,74107,25645,28802,54447,18095,19865,37960,10351,12146,22497,4640,8233,12873,1056,3205,4261,215389,241738,457127
2021-02-08,15057,13859,28916,27118,28423,55541,38244,43304,81548,42175,47148,89323,35737,40023,75760,26066,29359,55425,18366,20194,38560,10479,12289,22768,4671,8304,12975,1060,3225,4285,218973,246128,465101
2021-02-09,15152,13920,29072,27588,28935,56523,38758,43939,82697,42860,47921,90781,36343,40777,77120,26500,29880,56380,18665,20523,39188,10623,12450,23073,4710,8372,13082,1065,3241,4306,222264,249958,472222
2021-02-10,15233,13983,29216,27943,29298,57241,39161,44482,83643,43400,48602,92002,36880,41440,78320,26836,30327,57163,18898,20798,39696,10750,12578,23328,4743,8424,13167,1065,3254,4319,224909,253186,478095
2021-02-11,15307,14045,29352,28235,29674,57909,39524,45005,84529,43953,49224,93177,37367,42061,79428,27107,30760,57867,19129,21054,40183,10855,12699,23554,4774,8480,13254,1069,3265,4334,227320,256267,483587
2021-02-12,15389,14114,29503,28588,30077,58665,39920,45453,85373,44502,49884,94386,37866,42695,80561,27428,31194,58622,19345,21330,40675,10959,12828,23787,4807,8536,13343,1072,3280,4352,229876,259391,489267
2021-02-13,15443,14157,29600,29040,30617,59657,40319,45933,86252,45137,50643,95780,38467,43517,81984,27802,31648,59450,19562,21582,41144,11032,12936,23968,4831,8577,13408,1077,3291,4368,232710,262901,495611
2021-02-14,15491,14195,29686,29529,31151,60680,40648,46400,87048,45746,51447,97193,39199,44351,83550,28186,32113,60299,19800,21841,41641,11133,13065,24198,4849,8604,13453,1080,3303,4383,235661,266470,502131
2021-02-15,15532,14256,29788,30137,31814,61951,41140,47027,88167,46517,52400,98917,40075,45366,85441,28705,32684,61389,20047,22134,42181,11231,13206,24437,4874,8670,13544,1082,3315,4397,239340,270872,510212
2021-02-16,15586,14297,29883,30780,32403,63183,41792,47931,89723,47485,53508,100993,40953,46413,87366,29180,33189,62369,20288,22380,42668,11321,13344,24665,4895,8709,13604,1090,3320,4410,243370,275494,518864
2021-02-17,15661,14388,30049,31204,32896,64100,42596,48911,91507,48259,54426,102685,41597,47117,88714,29587,33688,63275,20616,22741,43357,11457,13513,24970,4922,8779,13701,1096,3340,4436,246995,279799,526794
