FECHA,TotalA,TotalB,TotalC,Total,<=30A,<=30B,<=30C,<=30,31-40A,31-40B,31-40C,31-40,41-50A,41-50B,41-50C,41-50,51-60A,51-60B,51-60C,51-60,61-70A,61-70B,61-70C,61-70,71-80A,71-80B,71-80C,71-80,81-90A,81-90B,81-90C,81-90,>=91A,>=91B,>=91C,>=91
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01,415.57142857142856,0.0,0.0,415.57142857142856,67.42857142857143,0.0,0.0,67.42857142857143,142.71428571428572,0.0,0.0,142.71428571428572,125.28571428571429,0.0,0.0,125.28571428571429,78.71428571428571,0.0,0.0,78.71428571428571,1.4285714285714286,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02,491.14285714285717,0.0,0.0,491.14285714285717,80.42857142857143,0.0,0.0,80.42857142857143,174.0,0.0,0.0,174.0,143.14285714285714,0.0,0.0,143.14285714285714,91.85714285714286,0.0,0.0,91.85714285714286,1.5714285714285714,0.0,0.0,1.5714285714285714,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03,563.5714285714286,0.0,0.0,563.5714285714286,93.57142857142857,0.0,0.0,93.57142857142857,200.28571428571428,0.0,0.0,200.28571428571428,161.28571428571428,0.0,0.0,161.28571428571428,106.85714285714286,0.0,0.0,106.85714285714286,1.4285714285714286,0.0,0.0,1.4285714285714286,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04,755.0,0.0,0.0,755.0,126.71428571428571,0.0,0.0,126.71428571428571,266.0,0.0,0.0,266.0,215.71428571428572,0.0,0.0,215.71428571428572,145.14285714285714,0.0,0.0,145.14285714285714,1.2857142857142858,0.0,0.0,1.2857142857142858,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05,1018.0,0.0,0.0,1018.0,176.85714285714286,0.0,0.0,176.85714285714286,355.57142857142856,0.0,0.0,355.57142857142856,291.14285714285717,0.0,0.0,291.14285714285717,191.85714285714286,0.0,0.0,191.85714285714286,2.4285714285714284,0.0,0.0,2.4285714285714284,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06,1026.142857142857,0.0,0.0,1026.142857142857,178.57142857142858,0.0,0.0,178.57142857142858,358.85714285714283,0.0,0.0,358.85714285714283,294.7142857142857,0.0,0.0,294.7142857142857,191.71428571428572,0.0,0.0,191.71428571428572,2.142857142857143,0.0,0.0,2.142857142857143,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07,1086.0,0.0,0.0,1086.0,187.0,0.0,0.0,187.0,384.14285714285717,0.0,0.0,384.14285714285717,311.2857142857143,0.0,0.0,311.2857142857143,201.0,0.0,0.0,201.0,2.4285714285714284,0.0,0.0,2.4285714285714284,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08,1229.4285714285713,0.0,0.0,1229.4285714285713,218.57142857142858,0.0,0.0,218.57142857142858,437.7142857142857,0.0,0.0,437.7142857142857,347.2857142857143,0.0,0.0,347.2857142857143,222.71428571428572,0.0,0.0,222.71428571428572,3.0,0.0,0.0,3.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09,1298.0,0.0,0.0,1298.0,231.14285714285714,0.0,0.0,231.14285714285714,464.42857142857144,0.0,0.0,464.42857142857144,361.85714285714283,0.0,0.0,361.85714285714283,237.85714285714286,0.0,0.0,237.85714285714286,2.7142857142857144,0.0,0.0,2.7142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10,1307.4285714285713,0.0,0.0,1307.4285714285713,234.28571428571428,0.0,0.0,234.28571428571428,472.2857142857143,0.0,0.0,472.2857142857143,361.14285714285717,0.0,0.0,361.14285714285717,237.14285714285714,0.0,0.0,237.14285714285714,2.5714285714285716,0.0,0.0,2.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11,1420.5714285714287,0.0,0.0,1420.5714285714287,263.7142857142857,0.0,0.0,263.7142857142857,513.8571428571429,0.0,0.0,513.8571428571429,389.85714285714283,0.0,0.0,389.85714285714283,250.42857142857142,0.0,0.0,250.42857142857142,2.7142857142857144,0.0,0.0,2.7142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-12,1644.4285714285713,0.0,0.0,1644.4285714285713,308.57142857142856,0.0,0.0,308.57142857142856,600.5714285714286,0.0,0.0,600.5714285714286,445.57142857142856,0.0,0.0,445.57142857142856,287.7142857142857,0.0,0.0,287.7142857142857,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-13,1771.5714285714287,0.0,0.0,1771.5714285714287,336.42857142857144,0.0,0.0,336.42857142857144,647.8571428571429,0.0,0.0,647.8571428571429,477.7142857142857,0.0,0.0,477.7142857142857,307.57142857142856,0.0,0.0,307.57142857142856,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-14,1809.0,0.0,0.0,1809.0,347.57142857142856,0.0,0.0,347.57142857142856,660.2857142857143,0.0,0.0,660.2857142857143,487.7142857142857,0.0,0.0,487.7142857142857,311.7142857142857,0.0,0.0,311.7142857142857,1.7142857142857142,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-15,1617.0,0.0,0.0,1617.0,306.57142857142856,0.0,0.0,306.57142857142856,588.7142857142857,0.0,0.0,588.7142857142857,439.42857142857144,0.0,0.0,439.42857142857144,281.2857142857143,0.0,0.0,281.2857142857143,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
